geoid,region_type,year,region_name,year,measure,value,measure_type,measure_units
6,health district,2020,Chesapeake,2021,perc_income_avg_nat_package,1.036931909,percent,NA
6,health district,2020,Chesapeake,2021,perc_income_med_price_25,1.374315678,percent,NA
6,health district,2020,Chesapeake,2021,perc_income_min_price_25,0.486798976,percent,NA
6,health district,2020,Chesapeake,2021,perc_income_min_price_100_plus,0.781742376,percent,NA
6,health district,2020,Chesapeake,2021,perc_income_min_price_100,0.968364987,percent,NA
7,health district,2020,Chesterfield,2021,perc_income_med_price_25,1.272163738,percent,NA
7,health district,2020,Chesterfield,2021,perc_income_med_price_100,0.621317728,percent,NA
7,health district,2020,Chesterfield,2021,perc_income_min_price_25,0.463967386,percent,NA
7,health district,2020,Chesterfield,2021,perc_income_avg_nat_package,0.994088609,percent,NA
7,health district,2020,Chesterfield,2021,perc_income_min_price_100,0.61821281,percent,NA
7,health district,2020,Chesterfield,2021,perc_income_min_price_100_plus,0.61821281,percent,NA
8,health district,2020,Chickahominy,2021,perc_income_med_price_25,1.188557898,percent,NA
8,health district,2020,Chickahominy,2021,perc_income_med_price_100,0.735920356,percent,NA
8,health district,2020,Chickahominy,2021,perc_income_avg_nat_package,0.890159531,percent,NA
8,health district,2020,Chickahominy,2021,perc_income_min_price_100,0.590057771,percent,NA
8,health district,2020,Chickahominy,2021,perc_income_min_price_25,0.459214783,percent,NA
8,health district,2020,Chickahominy,2021,perc_income_min_price_100_plus,0.590057771,percent,NA
9,health district,2020,Crater,2021,perc_income_med_price_100,1.130070437,percent,NA
9,health district,2020,Crater,2021,perc_income_avg_nat_package,1.552997283,percent,NA
9,health district,2020,Crater,2021,perc_income_med_price_25,1.852968121,percent,NA
9,health district,2020,Crater,2021,perc_income_min_price_100_plus,1.049804454,percent,NA
9,health district,2020,Crater,2021,perc_income_min_price_100,1.067768382,percent,NA
9,health district,2020,Crater,2021,perc_income_min_price_25,0.789478217,percent,NA
10,health district,2020,Cumberland Plateau,2021,perc_income_med_price_25,2.485376361,percent,NA
10,health district,2020,Cumberland Plateau,2021,perc_income_min_price_25,1.204200294,percent,NA
10,health district,2020,Cumberland Plateau,2021,perc_income_avg_nat_package,2.116645271,percent,NA
10,health district,2020,Cumberland Plateau,2021,perc_income_med_price_100,1.941994402,percent,NA
10,health district,2020,Cumberland Plateau,2021,perc_income_min_price_100_plus,1.635324144,percent,NA
10,health district,2020,Cumberland Plateau,2021,perc_income_min_price_100,1.79051509,percent,NA
11,health district,2020,Eastern Shore,2021,perc_income_med_price_100,3.629997033,percent,NA
11,health district,2020,Eastern Shore,2021,perc_income_min_price_100,2.815735103,percent,NA
11,health district,2020,Eastern Shore,2021,perc_income_avg_nat_package,1.670704419,percent,NA
11,health district,2020,Eastern Shore,2021,perc_income_med_price_25,2.289210598,percent,NA
11,health district,2020,Eastern Shore,2021,perc_income_min_price_25,0.962496016,percent,NA
11,health district,2020,Eastern Shore,2021,perc_income_min_price_100_plus,2.67593771,percent,NA
12,health district,2020,Fairfax,2021,perc_income_min_price_100,0.595314713,percent,NA
12,health district,2020,Fairfax,2021,perc_income_med_price_25,0.998467389,percent,NA
12,health district,2020,Fairfax,2021,perc_income_med_price_100,1.42468124,percent,NA
12,health district,2020,Fairfax,2021,perc_income_min_price_100_plus,0.413312654,percent,NA
12,health district,2020,Fairfax,2021,perc_income_avg_nat_package,0.655002104,percent,NA
12,health district,2020,Fairfax,2021,perc_income_min_price_25,0.308249455,percent,NA
13,health district,2020,Hampton,2021,perc_income_min_price_100,1.291631693,percent,NA
13,health district,2020,Hampton,2021,perc_income_med_price_25,1.848463069,percent,NA
13,health district,2020,Hampton,2021,perc_income_min_price_100_plus,0.97518044,percent,NA
13,health district,2020,Hampton,2021,perc_income_med_price_100,3.155736458,percent,NA
13,health district,2020,Hampton,2021,perc_income_avg_nat_package,1.929023816,percent,NA
13,health district,2020,Hampton,2021,perc_income_min_price_25,0.652266257,percent,NA
14,health district,2020,Henrico,2021,perc_income_med_price_25,1.519250024,percent,NA
14,health district,2020,Henrico,2021,perc_income_min_price_100,0.714846552,percent,NA
14,health district,2020,Henrico,2021,perc_income_med_price_100,0.714846552,percent,NA
14,health district,2020,Henrico,2021,perc_income_min_price_100_plus,0.714846552,percent,NA
14,health district,2020,Henrico,2021,perc_income_avg_nat_package,1.136876408,percent,NA
14,health district,2020,Henrico,2021,perc_income_min_price_25,0.548913907,percent,NA
15,health district,2020,Lenowisco,2021,perc_income_med_price_100,1.745237408,percent,NA
15,health district,2020,Lenowisco,2021,perc_income_med_price_25,2.321390549,percent,NA
15,health district,2020,Lenowisco,2021,perc_income_min_price_100,1.532287057,percent,NA
15,health district,2020,Lenowisco,2021,perc_income_min_price_25,0.919655331,percent,NA
15,health district,2020,Lenowisco,2021,perc_income_min_price_100_plus,1.532287057,percent,NA
15,health district,2020,Lenowisco,2021,perc_income_avg_nat_package,2.118177278,percent,NA
16,health district,2020,Lord Fairfax,2021,perc_income_med_price_25,1.603587809,percent,NA
16,health district,2020,Lord Fairfax,2021,perc_income_min_price_100_plus,0.775595741,percent,NA
16,health district,2020,Lord Fairfax,2021,perc_income_min_price_100,0.829084933,percent,NA
16,health district,2020,Lord Fairfax,2021,perc_income_med_price_100,0.836227323,percent,NA
16,health district,2020,Lord Fairfax,2021,perc_income_avg_nat_package,1.182407008,percent,NA
16,health district,2020,Lord Fairfax,2021,perc_income_min_price_25,0.708995956,percent,NA
17,health district,2020,Loudoun,2021,perc_income_min_price_100_plus,0.353256338,percent,NA
17,health district,2020,Loudoun,2021,perc_income_min_price_100,0.367349376,percent,NA
17,health district,2020,Loudoun,2021,perc_income_avg_nat_package,0.562911231,percent,NA
17,health district,2020,Loudoun,2021,perc_income_min_price_25,0.295952784,percent,NA
17,health district,2020,Loudoun,2021,perc_income_med_price_25,0.864724772,percent,NA
17,health district,2020,Loudoun,2021,perc_income_med_price_100,0.435879723,percent,NA
18,health district,2020,Mount Rogers,2021,perc_income_min_price_100_plus,1.258420115,percent,NA
18,health district,2020,Mount Rogers,2021,perc_income_min_price_100,1.249541074,percent,NA
18,health district,2020,Mount Rogers,2021,perc_income_avg_nat_package,1.805110408,percent,NA
18,health district,2020,Mount Rogers,2021,perc_income_min_price_25,0.800303882,percent,NA
18,health district,2020,Mount Rogers,2021,perc_income_med_price_25,1.90498403,percent,NA
18,health district,2020,Mount Rogers,2021,perc_income_med_price_100,1.569742065,percent,NA
19,health district,2020,New River,2021,perc_income_min_price_100_plus,1.122690091,percent,NA
19,health district,2020,New River,2021,perc_income_min_price_100,3.315062996,percent,NA
19,health district,2020,New River,2021,perc_income_avg_nat_package,1.520650243,percent,NA
19,health district,2020,New River,2021,perc_income_min_price_25,0.849635597,percent,NA
19,health district,2020,New River,2021,perc_income_med_price_25,2.079544895,percent,NA
19,health district,2020,New River,2021,perc_income_med_price_100,3.497004804,percent,NA
20,health district,2020,Norfolk,2021,perc_income_avg_nat_package,1.693760641,percent,NA
20,health district,2020,Norfolk,2021,perc_income_min_price_25,0.791343367,percent,NA
20,health district,2020,Norfolk,2021,perc_income_min_price_100_plus,1.498868745,percent,NA
20,health district,2020,Norfolk,2021,perc_income_med_price_25,2.222521416,percent,NA
20,health district,2020,Norfolk,2021,perc_income_med_price_100,3.738300017,percent,NA
20,health district,2020,Norfolk,2021,perc_income_min_price_100,1.531092787,percent,NA
21,health district,2020,Peninsula,2021,perc_income_min_price_25,0.583822239,percent,NA
21,health district,2020,Peninsula,2021,perc_income_med_price_100,2.860113288,percent,NA
21,health district,2020,Peninsula,2021,perc_income_avg_nat_package,1.242650192,percent,NA
21,health district,2020,Peninsula,2021,perc_income_med_price_25,1.648971342,percent,NA
21,health district,2020,Peninsula,2021,perc_income_min_price_100,1.155895671,percent,NA
21,health district,2020,Peninsula,2021,perc_income_min_price_100_plus,0.846193947,percent,NA
22,health district,2020,Piedmont,2021,perc_income_avg_nat_package,1.606743213,percent,NA
22,health district,2020,Piedmont,2021,perc_income_min_price_25,1.128110236,percent,NA
22,health district,2020,Piedmont,2021,perc_income_med_price_100,1.313635474,percent,NA
22,health district,2020,Piedmont,2021,perc_income_min_price_100_plus,1.289545832,percent,NA
22,health district,2020,Piedmont,2021,perc_income_med_price_25,2.095133498,percent,NA
22,health district,2020,Piedmont,2021,perc_income_min_price_100,1.307341979,percent,NA
23,health district,2020,Pittsylvania-Danville,2021,perc_income_avg_nat_package,1.889700514,percent,NA
23,health district,2020,Pittsylvania-Danville,2021,perc_income_min_price_25,0.944262666,percent,NA
23,health district,2020,Pittsylvania-Danville,2021,perc_income_min_price_100_plus,1.200845658,percent,NA
23,health district,2020,Pittsylvania-Danville,2021,perc_income_med_price_100,1.394629343,percent,NA
23,health district,2020,Pittsylvania-Danville,2021,perc_income_min_price_100,1.323523086,percent,NA
23,health district,2020,Pittsylvania-Danville,2021,perc_income_med_price_25,2.227541018,percent,NA
24,health district,2020,Portsmouth,2021,perc_income_avg_nat_package,1.669780521,percent,NA
24,health district,2020,Portsmouth,2021,perc_income_min_price_25,0.79540785,percent,NA
24,health district,2020,Portsmouth,2021,perc_income_med_price_100,3.724975888,percent,NA
24,health district,2020,Portsmouth,2021,perc_income_min_price_100_plus,1.191948811,percent,NA
24,health district,2020,Portsmouth,2021,perc_income_min_price_100,1.549810005,percent,NA
24,health district,2020,Portsmouth,2021,perc_income_med_price_25,2.233528326,percent,NA
25,health district,2020,Prince William,2021,perc_income_med_price_100,0.510666842,percent,NA
25,health district,2020,Prince William,2021,perc_income_avg_nat_package,0.787721079,percent,NA
25,health district,2020,Prince William,2021,perc_income_min_price_100,0.487169088,percent,NA
25,health district,2020,Prince William,2021,perc_income_min_price_25,0.370486026,percent,NA
25,health district,2020,Prince William,2021,perc_income_med_price_25,1.045693648,percent,NA
25,health district,2020,Prince William,2021,perc_income_min_price_100_plus,0.487169088,percent,NA
26,health district,2020,Rappahannock,2021,perc_income_med_price_25,1.164587297,percent,NA
26,health district,2020,Rappahannock,2021,perc_income_med_price_100,1.10373181,percent,NA
26,health district,2020,Rappahannock,2021,perc_income_min_price_100_plus,0.53074258,percent,NA
26,health district,2020,Rappahannock,2021,perc_income_min_price_25,0.41553736,percent,NA
26,health district,2020,Rappahannock,2021,perc_income_avg_nat_package,0.852714625,percent,NA
26,health district,2020,Rappahannock,2021,perc_income_min_price_100,0.831910097,percent,NA
27,health district,2020,Rappahannock Rapidan,2021,perc_income_avg_nat_package,0.964503945,percent,NA
27,health district,2020,Rappahannock Rapidan,2021,perc_income_med_price_25,1.437678973,percent,NA
27,health district,2020,Rappahannock Rapidan,2021,perc_income_med_price_100,2.58346888,percent,NA
27,health district,2020,Rappahannock Rapidan,2021,perc_income_min_price_100,2.508907168,percent,NA
27,health district,2020,Rappahannock Rapidan,2021,perc_income_min_price_25,0.534753269,percent,NA
27,health district,2020,Rappahannock Rapidan,2021,perc_income_min_price_100_plus,1.050580286,percent,NA
28,health district,2020,Richmond,2021,perc_income_med_price_100,1.266343943,percent,NA
28,health district,2020,Richmond,2021,perc_income_avg_nat_package,1.987109666,percent,NA
28,health district,2020,Richmond,2021,perc_income_med_price_25,2.629725215,percent,NA
28,health district,2020,Richmond,2021,perc_income_min_price_25,0.943432108,percent,NA
28,health district,2020,Richmond,2021,perc_income_min_price_100_plus,1.241633055,percent,NA
28,health district,2020,Richmond,2021,perc_income_min_price_100,1.251080089,percent,NA
29,health district,2020,Roanoke,2021,perc_income_med_price_100,5.125668262,percent,NA
29,health district,2020,Roanoke,2021,perc_income_med_price_25,3.055571551,percent,NA
29,health district,2020,Roanoke,2021,perc_income_min_price_25,0.904239994,percent,NA
29,health district,2020,Roanoke,2021,perc_income_avg_nat_package,1.923985109,percent,NA
29,health district,2020,Roanoke,2021,perc_income_min_price_100_plus,1.794100918,percent,NA
29,health district,2020,Roanoke,2021,perc_income_min_price_100,5.08061418,percent,NA
30,health district,2020,Southside,2021,perc_income_med_price_25,2.178767753,percent,NA
30,health district,2020,Southside,2021,perc_income_med_price_100,1.477794648,percent,NA
30,health district,2020,Southside,2021,perc_income_avg_nat_package,1.776302651,percent,NA
30,health district,2020,Southside,2021,perc_income_min_price_100,1.418332709,percent,NA
30,health district,2020,Southside,2021,perc_income_min_price_25,1.047225341,percent,NA
30,health district,2020,Southside,2021,perc_income_min_price_100_plus,1.208155008,percent,NA
31,health district,2020,Thomas Jefferson,2021,perc_income_min_price_25,0.654425037,percent,NA
31,health district,2020,Thomas Jefferson,2021,perc_income_med_price_25,1.413610563,percent,NA
31,health district,2020,Thomas Jefferson,2021,perc_income_med_price_100,1.185332349,percent,NA
31,health district,2020,Thomas Jefferson,2021,perc_income_min_price_100_plus,0.94779726,percent,NA
31,health district,2020,Thomas Jefferson,2021,perc_income_min_price_100,1.076751284,percent,NA
31,health district,2020,Thomas Jefferson,2021,perc_income_avg_nat_package,1.160204547,percent,NA
32,health district,2020,Three Rivers,2021,perc_income_med_price_25,1.757045566,percent,NA
32,health district,2020,Three Rivers,2021,perc_income_avg_nat_package,1.2685707,percent,NA
32,health district,2020,Three Rivers,2021,perc_income_min_price_100_plus,0.990646934,percent,NA
32,health district,2020,Three Rivers,2021,perc_income_min_price_100,1.087063337,percent,NA
32,health district,2020,Three Rivers,2021,perc_income_med_price_100,2.214799221,percent,NA
32,health district,2020,Three Rivers,2021,perc_income_min_price_25,0.702643933,percent,NA
33,health district,2020,Virginia Beach,2021,perc_income_med_price_100,2.364074545,percent,NA
33,health district,2020,Virginia Beach,2021,perc_income_avg_nat_package,1.023880191,percent,NA
33,health district,2020,Virginia Beach,2021,perc_income_min_price_25,0.480649934,percent,NA
33,health district,2020,Virginia Beach,2021,perc_income_med_price_25,1.360749011,percent,NA
33,health district,2020,Virginia Beach,2021,perc_income_min_price_100_plus,0.727990547,percent,NA
33,health district,2020,Virginia Beach,2021,perc_income_min_price_100,0.957286928,percent,NA
34,health district,2020,West Piedmont,2021,perc_income_med_price_25,2.089817352,percent,NA
34,health district,2020,West Piedmont,2021,perc_income_med_price_100,1.6594309,percent,NA
34,health district,2020,West Piedmont,2021,perc_income_min_price_100,1.646690246,percent,NA
34,health district,2020,West Piedmont,2021,perc_income_avg_nat_package,1.789108291,percent,NA
34,health district,2020,West Piedmont,2021,perc_income_min_price_100_plus,1.285452854,percent,NA
34,health district,2020,West Piedmont,2021,perc_income_min_price_25,0.968272807,percent,NA
35,health district,2020,Western Tidewater,2021,perc_income_med_price_25,1.528704751,percent,NA
35,health district,2020,Western Tidewater,2021,perc_income_min_price_100,0.934890639,percent,NA
35,health district,2020,Western Tidewater,2021,perc_income_med_price_100,1.069044042,percent,NA
35,health district,2020,Western Tidewater,2021,perc_income_avg_nat_package,1.185864288,percent,NA
35,health district,2020,Western Tidewater,2021,perc_income_min_price_100_plus,0.922505013,percent,NA
35,health district,2020,Western Tidewater,2021,perc_income_min_price_25,0.734255745,percent,NA
51001,county,2020,"Accomack County, Virginia",2021,perc_income_min_price_100_plus,3.252475175,percent,NA
51001,county,2020,"Accomack County, Virginia",2021,perc_income_min_price_100,3.327234959,percent,NA
51001,county,2020,"Accomack County, Virginia",2021,perc_income_med_price_25,2.270048926,percent,NA
51001,county,2020,"Accomack County, Virginia",2021,perc_income_avg_nat_package,1.689628926,percent,NA
51001,county,2020,"Accomack County, Virginia",2021,perc_income_med_price_100,3.91618568,percent,NA
51001,county,2020,"Accomack County, Virginia",2021,perc_income_min_price_25,1.006736135,percent,NA
51003,county,2020,"Albemarle County, Virginia",2021,perc_income_med_price_25,1.154868132,percent,NA
51003,county,2020,"Albemarle County, Virginia",2021,perc_income_min_price_100,0.761656425,percent,NA
51003,county,2020,"Albemarle County, Virginia",2021,perc_income_avg_nat_package,0.976844291,percent,NA
51003,county,2020,"Albemarle County, Virginia",2021,perc_income_min_price_100_plus,0.667214133,percent,NA
51003,county,2020,"Albemarle County, Virginia",2021,perc_income_min_price_25,0.552879324,percent,NA
51003,county,2020,"Albemarle County, Virginia",2021,perc_income_med_price_100,0.845512531,percent,NA
51005,county,2020,"Alleghany County, Virginia",2021,perc_income_min_price_100,2.4339868,percent,NA
51005,county,2020,"Alleghany County, Virginia",2021,perc_income_min_price_25,1.3748172,percent,NA
51005,county,2020,"Alleghany County, Virginia",2021,perc_income_avg_nat_package,1.661281463,percent,NA
51005,county,2020,"Alleghany County, Virginia",2021,perc_income_med_price_100,2.494949526,percent,NA
51005,county,2020,"Alleghany County, Virginia",2021,perc_income_min_price_100_plus,1.904570164,percent,NA
51005,county,2020,"Alleghany County, Virginia",2021,perc_income_med_price_25,2.22406038,percent,NA
51007,county,2020,"Amelia County, Virginia",2021,perc_income_med_price_25,1.753938227,percent,NA
51007,county,2020,"Amelia County, Virginia",2021,perc_income_avg_nat_package,1.324793307,percent,NA
51007,county,2020,"Amelia County, Virginia",2021,perc_income_med_price_100,1.030817913,percent,NA
51007,county,2020,"Amelia County, Virginia",2021,perc_income_min_price_100_plus,1.030817913,percent,NA
51007,county,2020,"Amelia County, Virginia",2021,perc_income_min_price_25,0.618078008,percent,NA
51007,county,2020,"Amelia County, Virginia",2021,perc_income_min_price_100,1.030817913,percent,NA
51009,county,2020,"Amherst County, Virginia",2021,perc_income_min_price_25,0.854019975,percent,NA
51009,county,2020,"Amherst County, Virginia",2021,perc_income_min_price_100_plus,0.934918537,percent,NA
51009,county,2020,"Amherst County, Virginia",2021,perc_income_med_price_25,2.246043132,percent,NA
51009,county,2020,"Amherst County, Virginia",2021,perc_income_avg_nat_package,1.489715315,percent,NA
51009,county,2020,"Amherst County, Virginia",2021,perc_income_min_price_100,1.009293634,percent,NA
51009,county,2020,"Amherst County, Virginia",2021,perc_income_med_price_100,1.343981568,percent,NA
51011,county,2020,"Appomattox County, Virginia",2021,perc_income_med_price_25,1.822012839,percent,NA
51011,county,2020,"Appomattox County, Virginia",2021,perc_income_min_price_100,1.022326349,percent,NA
51011,county,2020,"Appomattox County, Virginia",2021,perc_income_avg_nat_package,1.308577727,percent,NA
51011,county,2020,"Appomattox County, Virginia",2021,perc_income_min_price_25,1.226587154,percent,NA
51011,county,2020,"Appomattox County, Virginia",2021,perc_income_min_price_100_plus,1.022326349,percent,NA
51011,county,2020,"Appomattox County, Virginia",2021,perc_income_med_price_100,1.022326349,percent,NA
51013,county,2020,"Arlington County, Virginia",2021,perc_income_med_price_25,0.915903456,percent,NA
51013,county,2020,"Arlington County, Virginia",2021,perc_income_med_price_100,0.44841043,percent,NA
51013,county,2020,"Arlington County, Virginia",2021,perc_income_min_price_100,0.429183209,percent,NA
51013,county,2020,"Arlington County, Virginia",2021,perc_income_min_price_100_plus,0.425366647,percent,NA
51013,county,2020,"Arlington County, Virginia",2021,perc_income_min_price_25,0.318998393,percent,NA
51013,county,2020,"Arlington County, Virginia",2021,perc_income_avg_nat_package,0.681706044,percent,NA
51015,county,2020,"Augusta County, Virginia",2021,perc_income_med_price_25,1.486658004,percent,NA
51015,county,2020,"Augusta County, Virginia",2021,perc_income_min_price_25,0.588978374,percent,NA
51015,county,2020,"Augusta County, Virginia",2021,perc_income_avg_nat_package,1.256906166,percent,NA
51015,county,2020,"Augusta County, Virginia",2021,perc_income_min_price_100_plus,0.785369962,percent,NA
51015,county,2020,"Augusta County, Virginia",2021,perc_income_min_price_100,1.287736157,percent,NA
51015,county,2020,"Augusta County, Virginia",2021,perc_income_med_price_100,1.300842653,percent,NA
51017,county,2020,"Bath County, Virginia",2021,perc_income_min_price_25,0.723551409,percent,NA
51017,county,2020,"Bath County, Virginia",2021,perc_income_med_price_100,0.964815634,percent,NA
51017,county,2020,"Bath County, Virginia",2021,perc_income_min_price_100,0.964815634,percent,NA
51017,county,2020,"Bath County, Virginia",2021,perc_income_min_price_100_plus,0.964815634,percent,NA
51017,county,2020,"Bath County, Virginia",2021,perc_income_med_price_25,2.050504644,percent,NA
51017,county,2020,"Bath County, Virginia",2021,perc_income_avg_nat_package,1.544091037,percent,NA
51019,county,2020,"Bedford County, Virginia",2021,perc_income_med_price_25,1.619747449,percent,NA
51019,county,2020,"Bedford County, Virginia",2021,perc_income_avg_nat_package,1.26678538,percent,NA
51019,county,2020,"Bedford County, Virginia",2021,perc_income_min_price_25,0.935073615,percent,NA
51019,county,2020,"Bedford County, Virginia",2021,perc_income_min_price_100,1.140346786,percent,NA
51019,county,2020,"Bedford County, Virginia",2021,perc_income_min_price_100_plus,0.826567392,percent,NA
51019,county,2020,"Bedford County, Virginia",2021,perc_income_med_price_100,1.161875222,percent,NA
51021,county,2020,"Bland County, Virginia",2021,perc_income_min_price_25,0.990773764,percent,NA
51021,county,2020,"Bland County, Virginia",2021,perc_income_min_price_100,2.02467671,percent,NA
51021,county,2020,"Bland County, Virginia",2021,perc_income_avg_nat_package,1.585634431,percent,NA
51021,county,2020,"Bland County, Virginia",2021,perc_income_min_price_100_plus,1.927391959,percent,NA
51021,county,2020,"Bland County, Virginia",2021,perc_income_med_price_100,2.700805735,percent,NA
51021,county,2020,"Bland County, Virginia",2021,perc_income_med_price_25,2.068055316,percent,NA
51023,county,2020,"Botetourt County, Virginia",2021,perc_income_min_price_25,0.672697512,percent,NA
51023,county,2020,"Botetourt County, Virginia",2021,perc_income_min_price_100,2.063614893,percent,NA
51023,county,2020,"Botetourt County, Virginia",2021,perc_income_avg_nat_package,1.088743623,percent,NA
51023,county,2020,"Botetourt County, Virginia",2021,perc_income_min_price_100_plus,0.893631206,percent,NA
51023,county,2020,"Botetourt County, Virginia",2021,perc_income_med_price_25,1.594760487,percent,NA
51023,county,2020,"Botetourt County, Virginia",2021,perc_income_med_price_100,2.071646011,percent,NA
51025,county,2020,"Brunswick County, Virginia",2021,perc_income_med_price_100,1.186786362,percent,NA
51025,county,2020,"Brunswick County, Virginia",2021,perc_income_med_price_25,2.216851372,percent,NA
51025,county,2020,"Brunswick County, Virginia",2021,perc_income_min_price_25,0.960648476,percent,NA
51025,county,2020,"Brunswick County, Virginia",2021,perc_income_avg_nat_package,1.568261226,percent,NA
51025,county,2020,"Brunswick County, Virginia",2021,perc_income_min_price_100_plus,1.096764843,percent,NA
51025,county,2020,"Brunswick County, Virginia",2021,perc_income_min_price_100,1.096764843,percent,NA
51027,county,2020,"Buchanan County, Virginia",2021,perc_income_min_price_25,1.405038159,percent,NA
51027,county,2020,"Buchanan County, Virginia",2021,perc_income_min_price_100_plus,1.890999256,percent,NA
51027,county,2020,"Buchanan County, Virginia",2021,perc_income_min_price_100,1.916737331,percent,NA
51027,county,2020,"Buchanan County, Virginia",2021,perc_income_med_price_25,2.732865992,percent,NA
51027,county,2020,"Buchanan County, Virginia",2021,perc_income_avg_nat_package,2.367418144,percent,NA
51027,county,2020,"Buchanan County, Virginia",2021,perc_income_med_price_100,2.081529866,percent,NA
51029,county,2020,"Buckingham County, Virginia",2021,perc_income_min_price_100_plus,1.194215897,percent,NA
51029,county,2020,"Buckingham County, Virginia",2021,perc_income_med_price_25,2.156316,percent,NA
51029,county,2020,"Buckingham County, Virginia",2021,perc_income_med_price_100,1.194215897,percent,NA
51029,county,2020,"Buckingham County, Virginia",2021,perc_income_min_price_25,1.21824025,percent,NA
51029,county,2020,"Buckingham County, Virginia",2021,perc_income_avg_nat_package,1.55934752,percent,NA
51029,county,2020,"Buckingham County, Virginia",2021,perc_income_min_price_100,1.194215897,percent,NA
51031,county,2020,"Campbell County, Virginia",2021,perc_income_avg_nat_package,1.571819051,percent,NA
51031,county,2020,"Campbell County, Virginia",2021,perc_income_min_price_100,1.203224244,percent,NA
51031,county,2020,"Campbell County, Virginia",2021,perc_income_min_price_100_plus,1.172824472,percent,NA
51031,county,2020,"Campbell County, Virginia",2021,perc_income_med_price_25,2.113259589,percent,NA
51031,county,2020,"Campbell County, Virginia",2021,perc_income_min_price_25,1.220734677,percent,NA
51031,county,2020,"Campbell County, Virginia",2021,perc_income_med_price_100,1.396212535,percent,NA
51033,county,2020,"Caroline County, Virginia",2021,perc_income_min_price_100,0.743335709,percent,NA
51033,county,2020,"Caroline County, Virginia",2021,perc_income_min_price_25,0.679740768,percent,NA
51033,county,2020,"Caroline County, Virginia",2021,perc_income_med_price_25,1.534018892,percent,NA
51033,county,2020,"Caroline County, Virginia",2021,perc_income_min_price_100_plus,0.766753305,percent,NA
51033,county,2020,"Caroline County, Virginia",2021,perc_income_med_price_100,0.813682261,percent,NA
51033,county,2020,"Caroline County, Virginia",2021,perc_income_avg_nat_package,1.227939498,percent,NA
51035,county,2020,"Carroll County, Virginia",2021,perc_income_min_price_100,1.228977692,percent,NA
51035,county,2020,"Carroll County, Virginia",2021,perc_income_med_price_25,2.121803388,percent,NA
51035,county,2020,"Carroll County, Virginia",2021,perc_income_min_price_25,0.838262348,percent,NA
51035,county,2020,"Carroll County, Virginia",2021,perc_income_min_price_100_plus,1.228977692,percent,NA
51035,county,2020,"Carroll County, Virginia",2021,perc_income_med_price_100,1.543024743,percent,NA
51035,county,2020,"Carroll County, Virginia",2021,perc_income_avg_nat_package,1.771025362,percent,NA
51036,county,2020,"Charles City County, Virginia",2021,perc_income_avg_nat_package,1.342539566,percent,NA
