geoid,region_type,year,region_name,year,measure,value,measure_type,measure_units
51179010205,tract,2020,"Census Tract 102.05, Stafford County, Virginia",2021,perc_income_avg_nat_package,0.561892289,percent,NA
51059491702,tract,2020,"Census Tract 4917.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.818109188,percent,NA
51041101004,tract,2020,"Census Tract 1010.04, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,0.742344572,percent,NA
51041100506,tract,2020,"Census Tract 1005.06, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,1.046278762,percent,NA
51041100300,tract,2020,"Census Tract 1003, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,1.985881623,percent,NA
51081880101,tract,2020,"Census Tract 8801.01, Greensville County, Virginia",2021,perc_income_avg_nat_package,1.545364911,percent,NA
51041101011,tract,2020,"Census Tract 1010.11, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,0.76960077,percent,NA
51161030201,tract,2020,"Census Tract 302.01, Roanoke County, Virginia",2021,perc_income_avg_nat_package,0.989831033,percent,NA
51015071000,tract,2020,"Census Tract 710, Augusta County, Virginia",2021,perc_income_avg_nat_package,1.268540848,percent,NA
51015071200,tract,2020,"Census Tract 712, Augusta County, Virginia",2021,perc_income_avg_nat_package,1.243563587,percent,NA
51015070700,tract,2020,"Census Tract 707, Augusta County, Virginia",2021,perc_income_avg_nat_package,1.253365973,percent,NA
51775010501,tract,2020,"Census Tract 105.01, Salem city, Virginia",2021,perc_income_avg_nat_package,1.304502913,percent,NA
51510200202,tract,2020,"Census Tract 2002.02, Alexandria city, Virginia",2021,perc_income_avg_nat_package,0.354121037,percent,NA
51085321402,tract,2020,"Census Tract 3214.02, Hanover County, Virginia",2021,perc_income_avg_nat_package,0.703174356,percent,NA
51700032224,tract,2020,"Census Tract 322.24, Newport News city, Virginia",2021,perc_income_avg_nat_package,1.264842965,percent,NA
51013103100,tract,2020,"Census Tract 1031, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.93385214,percent,NA
51085320801,tract,2020,"Census Tract 3208.01, Hanover County, Virginia",2021,perc_income_avg_nat_package,0.66349892,percent,NA
51650010400,tract,2020,"Census Tract 104, Hampton city, Virginia",2021,perc_income_avg_nat_package,2.100943783,percent,NA
51153901304,tract,2020,"Census Tract 9013.04, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.700052869,percent,NA
51191010501,tract,2020,"Census Tract 105.01, Washington County, Virginia",2021,perc_income_avg_nat_package,1.502406197,percent,NA
51191010900,tract,2020,"Census Tract 109, Washington County, Virginia",2021,perc_income_avg_nat_package,1.958234529,percent,NA
51191010602,tract,2020,"Census Tract 106.02, Washington County, Virginia",2021,perc_income_avg_nat_package,1.415668203,percent,NA
51810041600,tract,2020,"Census Tract 416, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,0.881350486,percent,NA
51800075202,tract,2020,"Census Tract 752.02, Suffolk city, Virginia",2021,perc_income_avg_nat_package,0.550537634,percent,NA
51800075402,tract,2020,"Census Tract 754.02, Suffolk city, Virginia",2021,perc_income_avg_nat_package,0.749970704,percent,NA
51087200112,tract,2020,"Census Tract 2001.12, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.02303153,percent,NA
51087200124,tract,2020,"Census Tract 2001.24, Henrico County, Virginia",2021,perc_income_avg_nat_package,0.942042318,percent,NA
51087200700,tract,2020,"Census Tract 2007, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.389014487,percent,NA
51179010404,tract,2020,"Census Tract 104.04, Stafford County, Virginia",2021,perc_income_avg_nat_package,0.680260058,percent,NA
51760070100,tract,2020,"Census Tract 701, Richmond city, Virginia",2021,perc_income_avg_nat_package,0.814499793,percent,NA
51760010300,tract,2020,"Census Tract 103, Richmond city, Virginia",2021,perc_income_avg_nat_package,3.212045169,percent,NA
51760020600,tract,2020,"Census Tract 206, Richmond city, Virginia",2021,perc_income_avg_nat_package,1.156330458,percent,NA
51760020300,tract,2020,"Census Tract 203, Richmond city, Virginia",2021,perc_income_avg_nat_package,2.363076923,percent,NA
51087201401,tract,2020,"Census Tract 2014.01, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.664318994,percent,NA
51059420202,tract,2020,"Census Tract 4202.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.666527807,percent,NA
51065020300,tract,2020,"Census Tract 203, Fluvanna County, Virginia",2021,perc_income_avg_nat_package,1.142381151,percent,NA
51087201403,tract,2020,"Census Tract 2014.03, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.571870075,percent,NA
51059432800,tract,2020,"Census Tract 4328, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.61551778,percent,NA
51059431600,tract,2020,"Census Tract 4316, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.881826115,percent,NA
51083930800,tract,2020,"Census Tract 9308, Halifax County, Virginia",2021,perc_income_avg_nat_package,1.819387852,percent,NA
51083930500,tract,2020,"Census Tract 9305, Halifax County, Virginia",2021,perc_income_avg_nat_package,1.759651736,percent,NA
51059461202,tract,2020,"Census Tract 4612.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.652650543,percent,NA
51550021502,tract,2020,"Census Tract 215.02, Chesapeake city, Virginia",2021,perc_income_avg_nat_package,0.946418889,percent,NA
51650010104,tract,2020,"Census Tract 101.04, Hampton city, Virginia",2021,perc_income_avg_nat_package,1.20981081,percent,NA
51820003300,tract,2020,"Census Tract 33, Waynesboro city, Virginia",2021,perc_income_avg_nat_package,2.039732285,percent,NA
51685920100,tract,2020,"Census Tract 9201, Manassas Park city, Virginia",2021,perc_income_avg_nat_package,1.061169221,percent,NA
51087200127,tract,2020,"Census Tract 2001.27, Henrico County, Virginia",2021,perc_income_avg_nat_package,0.781679389,percent,NA
51760020400,tract,2020,"Census Tract 204, Richmond city, Virginia",2021,perc_income_avg_nat_package,5.456483126,percent,NA
51155210400,tract,2020,"Census Tract 2104, Pulaski County, Virginia",2021,perc_income_avg_nat_package,1.416373126,percent,NA
51015071102,tract,2020,"Census Tract 711.02, Augusta County, Virginia",2021,perc_income_avg_nat_package,1.061286534,percent,NA
51015070400,tract,2020,"Census Tract 704, Augusta County, Virginia",2021,perc_income_avg_nat_package,1.262472671,percent,NA
51015071101,tract,2020,"Census Tract 711.01, Augusta County, Virginia",2021,perc_income_avg_nat_package,1.440522189,percent,NA
51770000900,tract,2020,"Census Tract 9, Roanoke city, Virginia",2021,perc_income_avg_nat_package,3.142903912,percent,NA
51073100203,tract,2020,"Census Tract 1002.03, Gloucester County, Virginia",2021,perc_income_avg_nat_package,1.120480873,percent,NA
51153901411,tract,2020,"Census Tract 9014.11, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.478504673,percent,NA
51650010313,tract,2020,"Census Tract 103.13, Hampton city, Virginia",2021,perc_income_avg_nat_package,1.567155042,percent,NA
51650010501,tract,2020,"Census Tract 105.01, Hampton city, Virginia",2021,perc_income_avg_nat_package,1.65399608,percent,NA
51073100202,tract,2020,"Census Tract 1002.02, Gloucester County, Virginia",2021,perc_income_avg_nat_package,1.157236495,percent,NA
51087200105,tract,2020,"Census Tract 2001.05, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.330699657,percent,NA
51013102801,tract,2020,"Census Tract 1028.01, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.793724615,percent,NA
51107610102,tract,2020,"Census Tract 6101.02, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.547043614,percent,NA
51107610101,tract,2020,"Census Tract 6101.01, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.488913504,percent,NA
51107610202,tract,2020,"Census Tract 6102.02, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.492503431,percent,NA
51047930300,tract,2020,"Census Tract 9303, Culpeper County, Virginia",2021,perc_income_avg_nat_package,1.143350553,percent,NA
51041100812,tract,2020,"Census Tract 1008.12, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,0.911659267,percent,NA
51013101802,tract,2020,"Census Tract 1018.02, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.589671535,percent,NA
51013101703,tract,2020,"Census Tract 1017.03, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.733013276,percent,NA
51019030201,tract,2020,"Census Tract 302.01, Bedford County, Virginia",2021,perc_income_avg_nat_package,0.880451231,percent,NA
51107610300,tract,2020,"Census Tract 6103, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.422045271,percent,NA
51019030101,tract,2020,"Census Tract 301.01, Bedford County, Virginia",2021,perc_income_avg_nat_package,0.79589616,percent,NA
51810043800,tract,2020,"Census Tract 438, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,0.748158828,percent,NA
51069051102,tract,2020,"Census Tract 511.02, Frederick County, Virginia",2021,perc_income_avg_nat_package,1.18786154,percent,NA
51109950400,tract,2020,"Census Tract 9504, Louisa County, Virginia",2021,perc_income_avg_nat_package,1.281324035,percent,NA
51153901100,tract,2020,"Census Tract 9011, Prince William County, Virginia",2021,perc_income_avg_nat_package,1.140210226,percent,NA
51810046206,tract,2020,"Census Tract 462.06, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,0.857611864,percent,NA
51810040802,tract,2020,"Census Tract 408.02, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,1.048736191,percent,NA
51107611018,tract,2020,"Census Tract 6110.18, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.96503022,percent,NA
51149850301,tract,2020,"Census Tract 8503.01, Prince George County, Virginia",2021,perc_income_avg_nat_package,1.398270369,percent,NA
51009010600,tract,2020,"Census Tract 106, Amherst County, Virginia",2021,perc_income_avg_nat_package,1.773016899,percent,NA
51153901601,tract,2020,"Census Tract 9016.01, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.911810799,percent,NA
51153901602,tract,2020,"Census Tract 9016.02, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.918056303,percent,NA
51137110300,tract,2020,"Census Tract 1103, Orange County, Virginia",2021,perc_income_avg_nat_package,1.206674418,percent,NA
51013100700,tract,2020,"Census Tract 1007, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.519990521,percent,NA
51013102100,tract,2020,"Census Tract 1021, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.588681675,percent,NA
51087200202,tract,2020,"Census Tract 2002.02, Henrico County, Virginia",2021,perc_income_avg_nat_package,0.613286272,percent,NA
51810046006,tract,2020,"Census Tract 460.06, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,0.772480386,percent,NA
51089010700,tract,2020,"Census Tract 107, Henry County, Virginia",2021,perc_income_avg_nat_package,2.102036348,percent,NA
51199050206,tract,2020,"Census Tract 502.06, York County, Virginia",2021,perc_income_avg_nat_package,0.588100161,percent,NA
51199050401,tract,2020,"Census Tract 504.01, York County, Virginia",2021,perc_income_avg_nat_package,0.706206897,percent,NA
51177020407,tract,2020,"Census Tract 204.07, Spotsylvania County, Virginia",2021,perc_income_avg_nat_package,0.641909681,percent,NA
51177020104,tract,2020,"Census Tract 201.04, Spotsylvania County, Virginia",2021,perc_income_avg_nat_package,0.653061224,percent,NA
51177020205,tract,2020,"Census Tract 202.05, Spotsylvania County, Virginia",2021,perc_income_avg_nat_package,0.879241654,percent,NA
51083930302,tract,2020,"Census Tract 9303.02, Halifax County, Virginia",2021,perc_income_avg_nat_package,1.377776183,percent,NA
51041100208,tract,2020,"Census Tract 1002.08, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,0.790530108,percent,NA
51041100510,tract,2020,"Census Tract 1005.10, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,1.057909527,percent,NA
51005080302,tract,2020,"Census Tract 803.02, Alleghany County, Virginia",2021,perc_income_avg_nat_package,1.184947464,percent,NA
51149850200,tract,2020,"Census Tract 8502, Prince George County, Virginia",2021,perc_income_avg_nat_package,1.092414264,percent,NA
51005080202,tract,2020,"Census Tract 802.02, Alleghany County, Virginia",2021,perc_income_avg_nat_package,1.817536386,percent,NA
51061930703,tract,2020,"Census Tract 9307.03, Fauquier County, Virginia",2021,perc_income_avg_nat_package,0.828729282,percent,NA
51800075405,tract,2020,"Census Tract 754.05, Suffolk city, Virginia",2021,perc_income_avg_nat_package,0.907458172,percent,NA
51710005901,tract,2020,"Census Tract 59.01, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.583897047,percent,NA
51107611804,tract,2020,"Census Tract 6118.04, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.482657634,percent,NA
51061930203,tract,2020,"Census Tract 9302.03, Fauquier County, Virginia",2021,perc_income_avg_nat_package,1.053252328,percent,NA
51061930403,tract,2020,"Census Tract 9304.03, Fauquier County, Virginia",2021,perc_income_avg_nat_package,0.702171429,percent,NA
51061930206,tract,2020,"Census Tract 9302.06, Fauquier County, Virginia",2021,perc_income_avg_nat_package,0.667396632,percent,NA
51069050803,tract,2020,"Census Tract 508.03, Frederick County, Virginia",2021,perc_income_avg_nat_package,0.979679308,percent,NA
51750010101,tract,2020,"Census Tract 101.01, Radford city, Virginia",2021,perc_income_avg_nat_package,2.814423923,percent,NA
51041100927,tract,2020,"Census Tract 1009.27, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,0.641909681,percent,NA
51187020200,tract,2020,"Census Tract 202, Warren County, Virginia",2021,perc_income_avg_nat_package,0.726316685,percent,NA
51087200108,tract,2020,"Census Tract 2001.08, Henrico County, Virginia",2021,perc_income_avg_nat_package,0.3072,percent,NA
51087201001,tract,2020,"Census Tract 2010.01, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.093098393,percent,NA
51510201300,tract,2020,"Census Tract 2013, Alexandria city, Virginia",2021,perc_income_avg_nat_package,0.465353014,percent,NA
51013100400,tract,2020,"Census Tract 1004, Arlington County, Virginia",2021,perc_income_avg_nat_package,0.307198771,percent,NA
51700032007,tract,2020,"Census Tract 320.07, Newport News city, Virginia",2021,perc_income_avg_nat_package,1.143571875,percent,NA
51173030301,tract,2020,"Census Tract 303.01, Smyth County, Virginia",2021,perc_income_avg_nat_package,1.731992242,percent,NA
51095080101,tract,2020,"Census Tract 801.01, James City County, Virginia",2021,perc_income_avg_nat_package,0.721160618,percent,NA
51087200303,tract,2020,"Census Tract 2003.03, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.471602667,percent,NA
51093280400,tract,2020,"Census Tract 2804, Isle of Wight County, Virginia",2021,perc_income_avg_nat_package,1.329593851,percent,NA
51540001000,tract,2020,"Census Tract 10, Charlottesville city, Virginia",2021,perc_income_avg_nat_package,1.110950383,percent,NA
51093280200,tract,2020,"Census Tract 2802, Isle of Wight County, Virginia",2021,perc_income_avg_nat_package,0.875323402,percent,NA
51087200109,tract,2020,"Census Tract 2001.09, Henrico County, Virginia",2021,perc_income_avg_nat_package,0.484160757,percent,NA
51071930400,tract,2020,"Census Tract 9304, Giles County, Virginia",2021,perc_income_avg_nat_package,1.356195589,percent,NA
51510201600,tract,2020,"Census Tract 2016, Alexandria city, Virginia",2021,perc_income_avg_nat_package,0.578204404,percent,NA
51683910401,tract,2020,"Census Tract 9104.01, Manassas city, Virginia",2021,perc_income_avg_nat_package,1.113301635,percent,NA
51683910402,tract,2020,"Census Tract 9104.02, Manassas city, Virginia",2021,perc_income_avg_nat_package,0.581236945,percent,NA
51121020201,tract,2020,"Census Tract 202.01, Montgomery County, Virginia",2021,perc_income_avg_nat_package,1.761023595,percent,NA
51710005800,tract,2020,"Census Tract 58, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.772116849,percent,NA
51710006602,tract,2020,"Census Tract 66.02, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.196243049,percent,NA
51077060300,tract,2020,"Census Tract 603, Grayson County, Virginia",2021,perc_income_avg_nat_package,2.489465154,percent,NA
51057950700,tract,2020,"Census Tract 9507, Essex County, Virginia",2021,perc_income_avg_nat_package,2.011260966,percent,NA
51173030100,tract,2020,"Census Tract 301, Smyth County, Virginia",2021,perc_income_avg_nat_package,1.90509265,percent,NA
51173030302,tract,2020,"Census Tract 303.02, Smyth County, Virginia",2021,perc_income_avg_nat_package,1.849354652,percent,NA
51650010312,tract,2020,"Census Tract 103.12, Hampton city, Virginia",2021,perc_income_avg_nat_package,1.167972017,percent,NA
51510200404,tract,2020,"Census Tract 2004.04, Alexandria city, Virginia",2021,perc_income_avg_nat_package,0.411560124,percent,NA
51510200105,tract,2020,"Census Tract 2001.05, Alexandria city, Virginia",2021,perc_income_avg_nat_package,1.274202379,percent,NA
51085321100,tract,2020,"Census Tract 3211, Hanover County, Virginia",2021,perc_income_avg_nat_package,0.945661409,percent,NA
51085321201,tract,2020,"Census Tract 3212.01, Hanover County, Virginia",2021,perc_income_avg_nat_package,1.076942493,percent,NA
51710000300,tract,2020,"Census Tract 3, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.511186321,percent,NA
51710001300,tract,2020,"Census Tract 13, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.770809315,percent,NA
51065020200,tract,2020,"Census Tract 202, Fluvanna County, Virginia",2021,perc_income_avg_nat_package,1.102197219,percent,NA
51067020102,tract,2020,"Census Tract 201.02, Franklin County, Virginia",2021,perc_income_avg_nat_package,0.92641737,percent,NA
51107611806,tract,2020,"Census Tract 6118.06, Loudoun County, Virginia",2021,perc_income_avg_nat_package,0.418104809,percent,NA
51169030100,tract,2020,"Census Tract 301, Scott County, Virginia",2021,perc_income_avg_nat_package,1.894098207,percent,NA
51169030500,tract,2020,"Census Tract 305, Scott County, Virginia",2021,perc_income_avg_nat_package,2.08644625,percent,NA
51630000400,tract,2020,"Census Tract 4, Fredericksburg city, Virginia",2021,perc_income_avg_nat_package,1.122183582,percent,NA
51067020101,tract,2020,"Census Tract 201.01, Franklin County, Virginia",2021,perc_income_avg_nat_package,1.031800411,percent,NA
51167030402,tract,2020,"Census Tract 304.02, Russell County, Virginia",2021,perc_income_avg_nat_package,1.398346746,percent,NA
51810046219,tract,2020,"Census Tract 462.19, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,0.998829497,percent,NA
51810046400,tract,2020,"Census Tract 464, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,0.948628318,percent,NA
51059450602,tract,2020,"Census Tract 4506.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.954867587,percent,NA
51059481105,tract,2020,"Census Tract 4811.05, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.375511561,percent,NA
51550021006,tract,2020,"Census Tract 210.06, Chesapeake city, Virginia",2021,perc_income_avg_nat_package,0.737624618,percent,NA
51197050301,tract,2020,"Census Tract 503.01, Wythe County, Virginia",2021,perc_income_avg_nat_package,1.432835821,percent,NA
51760011000,tract,2020,"Census Tract 110, Richmond city, Virginia",2021,perc_income_avg_nat_package,1.895874991,percent,NA
51177020307,tract,2020,"Census Tract 203.07, Spotsylvania County, Virginia",2021,perc_income_avg_nat_package,0.906751045,percent,NA
51059422402,tract,2020,"Census Tract 4224.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.580358492,percent,NA
51029930201,tract,2020,"Census Tract 9302.01, Buckingham County, Virginia",2021,perc_income_avg_nat_package,1.575384615,percent,NA
51059481101,tract,2020,"Census Tract 4811.01, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.756262801,percent,NA
51810045406,tract,2020,"Census Tract 454.06, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,1.24453087,percent,NA
51003011000,tract,2020,"Census Tract 110, Albemarle County, Virginia",2021,perc_income_avg_nat_package,0.568560387,percent,NA
51650010311,tract,2020,"Census Tract 103.11, Hampton city, Virginia",2021,perc_income_avg_nat_package,1.063741378,percent,NA
51059480503,tract,2020,"Census Tract 4805.03, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.456089508,percent,NA
51109950202,tract,2020,"Census Tract 9502.02, Louisa County, Virginia",2021,perc_income_avg_nat_package,1.071055017,percent,NA
51109950201,tract,2020,"Census Tract 9502.01, Louisa County, Virginia",2021,perc_income_avg_nat_package,1.724641261,percent,NA
51153901306,tract,2020,"Census Tract 9013.06, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.543432113,percent,NA
51169030600,tract,2020,"Census Tract 306, Scott County, Virginia",2021,perc_income_avg_nat_package,1.830750894,percent,NA
51171040100,tract,2020,"Census Tract 401, Shenandoah County, Virginia",2021,perc_income_avg_nat_package,1.398499527,percent,NA
51195931200,tract,2020,"Census Tract 9312, Wise County, Virginia",2021,perc_income_avg_nat_package,1.565015385,percent,NA
51161030900,tract,2020,"Census Tract 309, Roanoke County, Virginia",2021,perc_income_avg_nat_package,1.181938502,percent,NA
51059470400,tract,2020,"Census Tract 4704, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.33812937,percent,NA
51171040700,tract,2020,"Census Tract 407, Shenandoah County, Virginia",2021,perc_income_avg_nat_package,1.404330018,percent,NA
51700032400,tract,2020,"Census Tract 324, Newport News city, Virginia",2021,perc_income_avg_nat_package,1.488574031,percent,NA
51770001900,tract,2020,"Census Tract 19, Roanoke city, Virginia",2021,perc_income_avg_nat_package,1.510473006,percent,NA
51153901510,tract,2020,"Census Tract 9015.10, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.486214428,percent,NA
51171040500,tract,2020,"Census Tract 405, Shenandoah County, Virginia",2021,perc_income_avg_nat_package,1.496959301,percent,NA
51660000301,tract,2020,"Census Tract 3.01, Harrisonburg city, Virginia",2021,perc_income_avg_nat_package,1.218718758,percent,NA
51059492203,tract,2020,"Census Tract 4922.03, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.363867226,percent,NA
51059440300,tract,2020,"Census Tract 4403, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.437813895,percent,NA
51059452501,tract,2020,"Census Tract 4525.01, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.706902424,percent,NA
51550020200,tract,2020,"Census Tract 202, Chesapeake city, Virginia",2021,perc_income_avg_nat_package,1.707843181,percent,NA
51760060400,tract,2020,"Census Tract 604, Richmond city, Virginia",2021,perc_income_avg_nat_package,2.364750439,percent,NA
51059480300,tract,2020,"Census Tract 4803, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.307198771,percent,NA
51059481600,tract,2020,"Census Tract 4816, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.307198771,percent,NA
51059422302,tract,2020,"Census Tract 4223.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.592094612,percent,NA
51540000502,tract,2020,"Census Tract 5.02, Charlottesville city, Virginia",2021,perc_income_avg_nat_package,0.824237741,percent,NA
51067020400,tract,2020,"Census Tract 204, Franklin County, Virginia",2021,perc_income_avg_nat_package,1.231874759,percent,NA
51630000200,tract,2020,"Census Tract 2, Fredericksburg city, Virginia",2021,perc_income_avg_nat_package,1.415668203,percent,NA
51067020300,tract,2020,"Census Tract 203, Franklin County, Virginia",2021,perc_income_avg_nat_package,1.157951873,percent,NA
51067020700,tract,2020,"Census Tract 207, Franklin County, Virginia",2021,perc_income_avg_nat_package,1.716814951,percent,NA
51820003500,tract,2020,"Census Tract 35, Waynesboro city, Virginia",2021,perc_income_avg_nat_package,1.135020099,percent,NA
51830370300,tract,2020,"Census Tract 3703, Williamsburg city, Virginia",2021,perc_income_avg_nat_package,1.457609748,percent,NA
51153901001,tract,2020,"Census Tract 9010.01, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.868955217,percent,NA
51590000200,tract,2020,"Census Tract 2, Danville city, Virginia",2021,perc_income_avg_nat_package,2.37829803,percent,NA
51177020202,tract,2020,"Census Tract 202.02, Spotsylvania County, Virginia",2021,perc_income_avg_nat_package,0.904551022,percent,NA
51087201202,tract,2020,"Census Tract 2012.02, Henrico County, Virginia",2021,perc_income_avg_nat_package,1.818138775,percent,NA
51540000600,tract,2020,"Census Tract 6, Charlottesville city, Virginia",2021,perc_income_avg_nat_package,2.778682297,percent,NA
51053980100,tract,2020,"Census Tract 9801, Dinwiddie County, Virginia",2021,perc_income_avg_nat_package,NA,percent,NA
51023040402,tract,2020,"Census Tract 404.02, Botetourt County, Virginia",2021,perc_income_avg_nat_package,1.05600396,percent,NA
51610500200,tract,2020,"Census Tract 5002, Falls Church city, Virginia",2021,perc_income_avg_nat_package,0.600253232,percent,NA
51710002500,tract,2020,"Census Tract 25, Norfolk city, Virginia",2021,perc_income_avg_nat_package,2.318490566,percent,NA
51710002800,tract,2020,"Census Tract 28, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.045865563,percent,NA
51041100926,tract,2020,"Census Tract 1009.26, Chesterfield County, Virginia",2021,perc_income_avg_nat_package,0.45010989,percent,NA
51770002800,tract,2020,"Census Tract 28, Roanoke city, Virginia",2021,perc_income_avg_nat_package,1.497893587,percent,NA
51770002500,tract,2020,"Census Tract 25, Roanoke city, Virginia",2021,perc_income_avg_nat_package,3.04931311,percent,NA
51059416300,tract,2020,"Census Tract 4163, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.540369393,percent,NA
51059480402,tract,2020,"Census Tract 4804.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.3166488,percent,NA
51059430400,tract,2020,"Census Tract 4304, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.522836661,percent,NA
51153901212,tract,2020,"Census Tract 9012.12, Prince William County, Virginia",2021,perc_income_avg_nat_package,0.857803442,percent,NA
51710005000,tract,2020,"Census Tract 50, Norfolk city, Virginia",2021,perc_income_avg_nat_package,1.861818182,percent,NA
51089011200,tract,2020,"Census Tract 112, Henry County, Virginia",2021,perc_income_avg_nat_package,2.627707257,percent,NA
51149850400,tract,2020,"Census Tract 8504, Prince George County, Virginia",2021,perc_income_avg_nat_package,1.095827864,percent,NA
51165011600,tract,2020,"Census Tract 116, Rockingham County, Virginia",2021,perc_income_avg_nat_package,0.963758659,percent,NA
51165011500,tract,2020,"Census Tract 115, Rockingham County, Virginia",2021,perc_income_avg_nat_package,1.228544463,percent,NA
51087200805,tract,2020,"Census Tract 2008.05, Henrico County, Virginia",2021,perc_income_avg_nat_package,2.300503235,percent,NA
51087200129,tract,2020,"Census Tract 2001.29, Henrico County, Virginia",2021,perc_income_avg_nat_package,0.517091629,percent,NA
51089010601,tract,2020,"Census Tract 106.01, Henry County, Virginia",2021,perc_income_avg_nat_package,1.756432247,percent,NA
51165010700,tract,2020,"Census Tract 107, Rockingham County, Virginia",2021,perc_income_avg_nat_package,1.026847791,percent,NA
51810040200,tract,2020,"Census Tract 402, Virginia Beach city, Virginia",2021,perc_income_avg_nat_package,1.56402737,percent,NA
51059415100,tract,2020,"Census Tract 4151, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.546436423,percent,NA
51059482504,tract,2020,"Census Tract 4825.04, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.379609813,percent,NA
51059431801,tract,2020,"Census Tract 4318.01, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.670912283,percent,NA
51059431400,tract,2020,"Census Tract 4314, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.581338137,percent,NA
51059440202,tract,2020,"Census Tract 4402.02, Fairfax County, Virginia",2021,perc_income_avg_nat_package,0.790221015,percent,NA
51770000602,tract,2020,"Census Tract 6.02, Roanoke city, Virginia",2021,perc_income_avg_nat_package,2.005483745,percent,NA
51165011900,tract,2020,"Census Tract 119, Rockingham County, Virginia",2021,perc_income_avg_nat_package,1.125703565,percent,NA
51165011200,tract,2020,"Census Tract 112, Rockingham County, Virginia",2021,perc_income_avg_nat_package,1.245843134,percent,NA
51003011303,tract,2020,"Census Tract 113.03, Albemarle County, Virginia",2021,perc_income_avg_nat_package,0.932582087,percent,NA
