"GEOID","NAME","population_2009","population_margin_2009","population_2010","population_margin_2010","population_2011","population_margin_2011","population_2012","population_margin_2012","population_2013","population_margin_2013","population_2014","population_margin_2014","population_2015","population_margin_2015","population_2016","population_margin_2016","population_2017","population_margin_2017","population_2018","population_margin_2018","population_2019","population_margin_2019","doctors_2009","doctors_2010","doctors_2011","doctors_2012","doctors_2013","doctors_2014","doctors_2015","doctors_2016","doctors_2017","doctors_2018","doctors_2019"
"51019030103","Census Tract 301.03, Bedford County, Virginia",0,0,4941,813,5235,699,5806,782,5857,848,6196,889,6354,901,6392,876,6391,954,6466,1008,7420,1110,39,35,38,40,34,31,30,37,37,33,36
"51019030104","Census Tract 301.04, Bedford County, Virginia",0,0,4568,769,4397,681,4357,740,4398,734,4256,719,4302,768,4501,565,4649,633,4736,681,4499,582,2,2,2,2,2,2,2,2,2,2,2
"51019030201","Census Tract 302.01, Bedford County, Virginia",7251,1137,7590,1127,8094,1255,8374,1079,8574,1254,8902,1462,8713,1223,8368,1343,8001,1238,8003,1110,8284,1017,1,1,1,1,1,1,1,1,1,1,1
"51019030202","Census Tract 302.02, Bedford County, Virginia",5657,1163,5533,1277,5894,1252,5665,1206,5446,1171,5687,1082,5799,1006,5865,1179,5638,1044,5771,1212,5570,1238,5,5,5,5,4,5,5,5,6,5,5
"51019030300","Census Tract 303, Bedford County, Virginia",3604,523,3518,483,3590,444,3502,499,3728,555,3522,436,3454,443,3570,505,3680,502,3720,563,3839,569,2,2,2,2,2,2,2,2,2,2,2
"51019030401","Census Tract 304.01, Bedford County, Virginia",2845,644,3171,765,3079,652,3102,602,3083,643,3090,677,3002,636,3032,711,3078,661,3057,630,3156,701,0,0,0,0,0,0,0,0,0,0,0
"51019030402","Census Tract 304.02, Bedford County, Virginia",6667,1930,6514,1660,6751,1934,6787,1852,6882,1798,6954,1744,6962,1830,6810,1761,6838,2088,6892,1853,6579,1851,1,1,1,1,1,1,1,1,1,1,1
"51019030501","Census Tract 305.01, Bedford County, Virginia",4138,712,3981,588,4102,650,4167,624,4144,622,4106,676,5013,883,4915,943,5088,1094,4387,723,4614,824,9,10,10,10,11,9,10,12,9,10,10
"51019030503","Census Tract 305.03, Bedford County, Virginia",0,0,2309,713,2196,696,2302,713,2277,665,2119,496,2262,615,2326,620,2275,486,2369,526,2452,565,1,1,1,1,1,1,1,1,1,1,1
"51019030504","Census Tract 305.04, Bedford County, Virginia",0,0,2527,628,2366,644,2360,763,2296,651,2488,667,2243,602,2625,502,2750,534,3064,522,3068,544,3,3,3,3,3,3,3,3,3,3,3
"51019030601","Census Tract 306.01, Bedford County, Virginia",3481,638,3671,725,3462,618,3467,620,3470,723,3499,619,3396,671,3235,685,3173,679,3239,684,3045,643,0,0,0,0,0,0,0,0,0,0,0
"51019030602","Census Tract 306.02, Bedford County, Virginia",3907,921,3508,616,3415,660,3451,696,3446,748,3601,666,3815,789,3792,825,3758,778,3790,802,3433,760,0,0,0,0,0,0,0,0,0,0,0
"51019030603","Census Tract 306.03, Bedford County, Virginia",3062,635,2859,569,2838,519,2845,569,2718,444,2699,473,2762,467,2562,438,2555,456,2623,483,2607,580,0,0,0,0,0,0,0,0,0,0,0
"51019030604","Census Tract 306.04, Bedford County, Virginia",2854,593,2934,639,2949,600,2976,609,3066,603,2971,626,2922,565,2775,454,2762,521,2698,462,2586,433,0,0,0,0,0,0,0,0,0,0,0
"51019030605","Census Tract 306.05, Bedford County, Virginia",3647,774,3501,933,3305,858,3011,846,3045,775,2873,705,2705,719,3154,811,3110,774,3328,957,3569,1030,0,0,0,0,0,0,0,0,0,0,0
"51019050100","Census Tract 501, Bedford County, Virginia",0,0,0,0,0,0,0,0,0,0,6153,1669,6212,1639,6295,2006,6363,1802,6435,1978,6449,1833,0,0,0,0,0,0,0,0,0,0,0
"51021040100","Census Tract 401, Bland County, Virginia",0,0,3815,834,3839,745,3794,934,4019,896,4146,948,4077,963,3905,877,3938,1100,3962,724,3952,755,1,1,1,1,1,1,1,1,1,1,1
"51021040200","Census Tract 402, Bland County, Virginia",0,0,3058,908,3032,928,3033,854,2776,679,2581,577,2585,592,2707,607,2586,648,2485,557,2436,680,10,10,10,6,12,11,10,11,9,10,11
"51023040100","Census Tract 401, Botetourt County, Virginia",2902,784,3018,810,3275,854,3235,805,3249,873,3443,810,3456,792,3462,800,3377,767,3438,764,3336,758,0,0,0,0,0,0,0,0,0,0,0
"51023040200","Census Tract 402, Botetourt County, Virginia",4078,814,4039,862,4030,878,4205,868,4070,819,4090,791,4061,794,4284,801,4183,762,4230,843,4346,950,4,4,3,3,3,4,4,4,4,4,4
"51023040301","Census Tract 403.01, Botetourt County, Virginia",0,0,2992,678,2751,570,2812,575,2947,655,2831,434,3024,516,3100,507,3153,460,3118,468,3086,577,3,3,3,3,3,3,3,3,3,3,3
"51023040302","Census Tract 403.02, Botetourt County, Virginia",0,0,6883,1255,7012,1551,7056,1560,7326,1643,7411,1679,7504,1711,7474,1586,7421,1673,7577,1585,7612,1526,20,19,24,21,28,27,21,25,24,25,24
"51023040401","Census Tract 404.01, Botetourt County, Virginia",0,0,2454,259,2364,258,2473,278,2488,257,2274,210,2334,231,2226,227,2226,235,2173,260,2236,199,0,0,0,0,0,0,0,0,0,0,0
"51023040402","Census Tract 404.02, Botetourt County, Virginia",0,0,4980,1131,5062,1083,5057,1169,4965,1275,5018,1127,5019,994,4895,952,5011,857,4797,831,4653,967,3,3,1,3,3,3,3,4,3,4,3
"51023040501","Census Tract 405.01, Botetourt County, Virginia",0,0,7303,1313,7140,1211,6887,1074,6627,1035,6678,997,6429,862,6447,900,6482,1077,6581,1007,6761,1127,6,7,6,6,6,6,6,6,6,6,6
"51023040502","Census Tract 405.02, Botetourt County, Virginia",0,0,1198,253,1322,272,1349,293,1404,354,1360,330,1328,312,1304,328,1296,297,1308,282,1313,271,0,0,0,0,0,0,0,0,0,0,0
"51025930100","Census Tract 9301, Brunswick County, Virginia",0,0,3690,1186,3451,1063,3160,884,3245,988,3511,1000,3660,1122,3482,922,3596,896,3195,825,3154,882,2,2,2,2,2,2,2,2,2,2,2
"51025930201","Census Tract 9302.01, Brunswick County, Virginia",0,0,2863,699,2617,644,2600,600,2568,620,2301,537,2271,506,2110,388,2092,423,2126,427,2175,450,1,1,1,1,1,1,1,1,1,1,1
"51025930202","Census Tract 9302.02, Brunswick County, Virginia",0,0,1931,545,1818,1025,1829,494,1818,588,1597,302,1613,318,1559,155,1622,135,1691,108,1760,153,1,1,1,1,1,1,1,1,1,1,1
"51025930203","Census Tract 9302.03, Brunswick County, Virginia",0,0,3510,848,3829,942,4081,806,4182,971,4321,909,4328,887,4272,814,4293,869,4485,843,4475,821,2,2,2,2,2,2,2,2,2,2,2
"51025930300","Census Tract 9303, Brunswick County, Virginia",0,0,5713,1741,5838,1872,5702,1861,5407,1635,5231,1431,5058,1409,5150,1557,4832,1699,5168,1676,4956,1728,0,0,0,0,0,0,0,0,0,0,0
"51027010100","Census Tract 101, Buchanan County, Virginia",0,0,5133,1640,5239,1654,5486,1777,5159,1757,5040,1586,4807,1363,4634,1350,4454,1337,4531,1378,4775,1601,9,9,9,9,8,9,10,9,8,8,9
"51027010200","Census Tract 102, Buchanan County, Virginia",0,0,3513,1209,3370,973,3396,1061,3324,969,3262,948,3208,925,3140,939,3172,1023,2967,1008,2967,968,1,1,1,1,1,1,1,1,1,1,1
"51027010300","Census Tract 103, Buchanan County, Virginia",0,0,3175,949,2990,994,2800,773,3074,738,3078,742,3166,738,3247,819,3258,843,3147,830,3065,743,8,8,7,8,8,8,7,9,9,8,8
"51027010400","Census Tract 104, Buchanan County, Virginia",0,0,2390,588,2251,514,2410,617,2531,638,2529,643,2431,572,2200,511,2108,514,2217,455,1933,488,7,9,10,10,9,8,10,10,9,10,9
"51027010500","Census Tract 105, Buchanan County, Virginia",0,0,1613,501,1624,404,1688,408,1598,386,1425,358,1510,323,1572,349,1382,279,1354,341,1502,354,0,0,0,0,0,0,0,0,0,0,0
"51027010600","Census Tract 106, Buchanan County, Virginia",0,0,4634,1451,4465,1370,4236,1128,4167,991,4326,1108,4150,937,4065,970,4232,1025,4057,997,3752,964,5,5,5,4,5,5,5,5,5,5,5
"51027010700","Census Tract 107, Buchanan County, Virginia",0,0,4001,1365,4234,1338,4055,1302,4067,1213,4023,1108,4214,1187,4300,1131,4005,983,3865,1127,3794,1122,1,1,1,1,1,1,1,1,1,1,1
"51029930101","Census Tract 9301.01, Buckingham County, Virginia",0,0,2835,969,3686,923,3680,781,3816,785,4200,642,4283,705,4298,618,4183,647,4240,763,3833,619,0,0,0,0,0,0,0,0,0,0,0
"51029930102","Census Tract 9301.02, Buckingham County, Virginia",0,0,2087,924,2323,799,2286,888,2721,859,2679,758,2924,802,3008,740,3099,830,2927,897,3007,807,16,15,15,17,13,13,13,12,13,12,14
"51029930201","Census Tract 9302.01, Buckingham County, Virginia",0,0,9103,2608,7269,1552,7232,1405,6503,1322,5954,995,5338,826,5479,807,5369,889,5412,844,5740,956,6,8,8,6,7,6,4,8,5,4,6
"51029930202","Census Tract 9302.02, Buckingham County, Virginia",0,0,2849,1125,3743,1106,3873,1055,4086,955,4239,938,4523,1002,4245,993,4397,1071,4425,982,4479,974,1,2,1,3,1,1,1,2,3,1,2
"51031020101","Census Tract 201.01, Campbell County, Virginia",0,0,5593,1488,6099,1613,6091,1621,6338,1702,5936,1501,5811,1386,5751,1280,5507,1286,5541,1153,5421,1052,2,2,2,2,2,2,2,2,2,2,2
"51031020102","Census Tract 201.02, Campbell County, Virginia",0,0,4222,1032,4275,1135,4142,1041,4331,984,4405,995,4366,935,4411,871,4649,956,4599,858,4883,849,3,3,3,3,3,3,3,3,4,3,3
"51031020200","Census Tract 202, Campbell County, Virginia",4290,1118,4409,991,4427,1035,4499,1148,4375,1160,4605,1028,4590,1081,4382,1010,4551,1038,4960,1193,5302,1402,9,7,6,8,8,4,10,8,8,3,8
"51031020300","Census Tract 203, Campbell County, Virginia",4371,519,4287,792,4218,814,4241,970,4038,989,4057,971,4122,822,4088,994,4201,955,3954,702,3888,732,0,0,0,0,0,0,0,0,0,0,0
"51031020401","Census Tract 204.01, Campbell County, Virginia",0,0,5811,963,5881,1281,5511,976,5943,1016,5525,1035,5539,1057,5433,920,5457,1013,5116,934,5149,1070,12,13,13,13,13,13,13,14,13,13,13
"51031020402","Census Tract 204.02, Campbell County, Virginia",0,0,3301,722,2811,805,2973,781,2852,654,2735,503,2928,476,3233,460,3323,429,3399,467,3458,527,0,0,0,0,0,0,0,0,0,0,0
"51031020403","Census Tract 204.03, Campbell County, Virginia",0,0,5629,1528,5664,1568,5851,1759,5507,1628,5651,1981,5889,2018,5766,1599,5867,1851,5751,1665,5499,1389,0,0,0,0,0,0,0,0,0,0,0
"51031020500","Census Tract 205, Campbell County, Virginia",6134,1268,6710,1429,6856,1548,7286,1666,7269,1551,7601,1541,7497,1385,7554,1455,7455,1568,7867,1675,7751,1713,1,1,1,1,1,1,1,1,1,1,1
"51031020600","Census Tract 206, Campbell County, Virginia",3441,743,3641,785,3851,909,3648,838,3910,869,3919,969,3661,920,3650,848,3783,832,3586,742,3531,689,0,0,0,0,0,0,0,0,0,0,0
"51031020700","Census Tract 207, Campbell County, Virginia",3343,786,3435,758,3450,890,3452,899,3472,645,3456,570,3464,563,3478,731,3443,758,3442,713,3442,706,12,11,14,11,11,9,9,14,12,14,11
"51031020800","Census Tract 208, Campbell County, Virginia",3228,818,3040,757,2900,711,3002,720,2983,713,2949,688,3300,831,3440,846,3456,934,3349,953,3229,793,0,0,0,0,0,0,0,0,0,0,0
"51031020900","Census Tract 209, Campbell County, Virginia",3281,829,4096,890,4053,873,4101,883,3949,773,3994,853,3845,816,3875,742,3466,748,3606,697,3672,742,5,6,4,5,9,7,8,5,5,7,6
"51033030100","Census Tract 301, Caroline County, Virginia",0,0,3620,900,4093,1040,4313,998,4617,1109,4896,1238,5350,1584,5485,1653,5437,1707,5458,1820,5535,1876,4,4,4,4,5,3,4,4,4,4,4
"51033030201","Census Tract 302.01, Caroline County, Virginia",0,0,2477,261,2533,328,2549,244,2447,195,2552,190,2690,244,2683,247,2823,268,2898,296,3008,306,2,2,2,2,2,2,2,2,2,2,2
"51033030202","Census Tract 302.02, Caroline County, Virginia",0,0,2091,385,1813,310,1715,301,1808,270,1763,299,1601,289,1729,257,1657,191,1558,192,1649,164,0,0,0,0,0,0,0,0,0,0,0
"51033030300","Census Tract 303, Caroline County, Virginia",0,0,3148,743,2951,650,3143,748,2952,709,3111,789,3161,876,3078,750,3434,899,3463,833,3333,864,8,6,6,6,7,7,6,6,5,7,6
"51033030400","Census Tract 304, Caroline County, Virginia",0,0,1850,504,1737,401,1818,441,1654,353,1686,364,1709,363,1726,373,1880,369,2047,488,2188,477,0,0,0,0,0,0,0,0,0,0,0
"51033030500","Census Tract 305, Caroline County, Virginia",0,0,11286,2344,11635,2624,11620,2548,12182,2972,12089,2790,11896,2832,11701,2974,11509,2885,11427,2713,11316,2544,4,5,4,3,5,4,4,4,4,3,4
"51033030600","Census Tract 306, Caroline County, Virginia",0,0,3372,629,3472,562,3352,536,3097,575,2960,552,2942,500,3238,549,3149,534,3333,503,3352,501,0,0,0,0,0,0,0,0,0,0,0
"51035080100","Census Tract 801, Carroll County, Virginia",0,0,3137,819,3719,886,4049,1017,3965,931,3557,904,3694,888,3372,690,3414,739,3367,805,3700,908,4,4,4,4,4,5,4,4,3,4,4
"51035080200","Census Tract 802, Carroll County, Virginia",0,0,5325,1632,4938,1433,4495,1053,4565,1102,4535,1244,4523,1199,4479,1218,4754,1513,4505,1390,4638,1230,9,9,9,9,10,9,9,9,9,10,9
"51035080300","Census Tract 803, Carroll County, Virginia",0,0,5168,1127,5062,1222,5066,1083,5088,1124,4982,1052,4810,937,4777,992,4611,1128,4433,1146,4444,1128,1,1,1,1,1,1,1,1,1,1,1
"51035080400","Census Tract 804, Carroll County, Virginia",0,0,4555,1002,4475,943,4840,1042,4907,1111,5251,1024,5386,965,5533,1129,5131,1036,5101,1088,5188,1079,18,17,22,24,19,18,20,14,14,20,19
"51035080500","Census Tract 805, Carroll County, Virginia",0,0,4835,1395,4623,1375,4490,1171,4392,1215,4537,1200,4666,1300,5030,1454,5468,1715,5815,1655,5409,1710,7,8,11,8,11,10,8,11,6,5,9
"51035080601","Census Tract 806.01, Carroll County, Virginia",0,0,2708,760,2594,706,2147,569,2214,601,2324,563,2073,437,1967,332,1989,326,1946,334,1899,374,0,0,0,0,0,0,0,0,0,0,0
"51035080602","Census Tract 806.02, Carroll County, Virginia",0,0,4257,1197,4591,1221,4902,1141,4848,1143,4695,1127,4704,1223,4575,1046,4400,1010,4571,1035,4523,1215,1,1,1,1,1,1,1,1,1,1,1
"51036600100","Census Tract 6001, Charles City County, Virginia",2948,405,2789,369,2842,377,2860,367,2876,322,2888,322,2859,264,2866,285,2767,245,2719,272,2647,283,0,0,0,0,0,0,0,0,0,0,0
"51036600200","Census Tract 6002, Charles City County, Virginia",2397,305,2526,291,2411,268,2351,242,2396,250,2344,197,2383,183,2303,167,2340,193,2387,180,2429,199,0,0,0,0,0,0,0,0,0,0,0
"51036600300","Census Tract 6003, Charles City County, Virginia",1801,412,1890,332,1970,334,2015,346,1933,304,1922,303,1876,273,1917,298,1915,295,1889,287,1938,310,2,2,2,2,2,2,2,2,2,2,2
"51037930100","Census Tract 9301, Charlotte County, Virginia",0,0,6111,1533,6080,1373,6234,1300,5641,1114,5545,1184,5372,1091,5280,1240,5221,1239,5322,1270,5392,1214,9,11,11,12,6,9,9,9,8,10,8
"51037930200","Census Tract 9302, Charlotte County, Virginia",0,0,2828,752,2870,728,2570,541,2753,629,2833,609,2963,628,2946,754,2997,715,2991,718,2796,649,0,0,0,0,0,0,0,0,0,0,0
"51037930300","Census Tract 9303, Charlotte County, Virginia",0,0,3705,987,3651,937,3742,958,4084,996,4021,921,3978,957,4006,977,3958,931,3782,832,3852,912,0,0,0,0,0,0,0,0,0,0,0
"51041100106","Census Tract 1001.06, Chesterfield County, Virginia",2887,397,2989,406,3126,430,3045,423,3006,371,2957,495,3092,503,3036,531,3265,606,3224,582,3282,713,0,0,0,0,0,0,0,0,0,0,0
"51041100107","Census Tract 1001.07, Chesterfield County, Virginia",1788,239,2356,343,2104,348,2347,295,2136,292,2186,335,2029,283,2324,246,2314,295,2287,237,2395,269,42,46,44,39,39,34,47,39,35,38,40
"51041100205","Census Tract 1002.05, Chesterfield County, Virginia",6817,1862,7230,1976,7140,2134,7128,2444,7717,2325,7902,2393,8135,2095,8322,2183,7832,1924,8082,1894,7748,1885,0,0,0,0,0,0,0,0,0,0,0
"51041100206","Census Tract 1002.06, Chesterfield County, Virginia",6067,1330,6633,1465,6313,1589,6161,1427,5457,1471,5389,1540,5011,1430,5389,1620,5755,1684,6433,2093,6513,1905,0,0,0,0,0,0,0,0,0,0,0
"51041100208","Census Tract 1002.08, Chesterfield County, Virginia",2270,455,2815,440,2635,388,2718,466,2737,523,2693,508,2642,485,2462,361,2554,430,2385,379,2386,379,0,0,0,0,0,0,0,0,0,0,0
"51041100209","Census Tract 1002.09, Chesterfield County, Virginia",0,0,5909,1304,5956,1322,6075,1597,5882,1548,5787,1670,6227,1835,6155,1647,6406,1817,6362,1617,6421,1599,30,30,28,30,36,29,20,29,30,25,27
"51041100210","Census Tract 1002.10, Chesterfield County, Virginia",0,0,1741,265,1862,341,1684,377,1623,286,1572,212,1534,185,1748,138,1673,186,1645,172,1829,204,0,0,0,0,0,0,0,0,0,0,0
"51041100300","Census Tract 1003, Chesterfield County, Virginia",2182,534,2265,530,2196,618,1831,394,1844,369,1949,393,2287,472,2459,459,2729,587,2700,500,2750,491,0,0,0,0,0,0,0,0,0,0,0
"51041100403","Census Tract 1004.03, Chesterfield County, Virginia",4539,601,4801,764,4975,912,5435,1118,5076,1084,5449,1165,5669,1547,5394,1202,5793,1204,6234,1424,6594,1552,17,18,16,20,20,19,23,20,18,16,17
"51041100404","Census Tract 1004.04, Chesterfield County, Virginia",2154,299,2139,310,2354,360,2288,345,2500,320,2620,324,2493,330,2137,262,2114,245,2105,206,2119,275,0,0,0,0,0,0,0,0,0,0,0
"51041100405","Census Tract 1004.05, Chesterfield County, Virginia",2027,507,2132,554,2546,713,2419,628,2373,650,2485,554,2545,574,2570,503,2589,481,2597,550,2388,505,1,1,1,1,1,1,1,1,1,1,1
"51041100406","Census Tract 1004.06, Chesterfield County, Virginia",1117,208,1107,195,1201,195,1286,412,1301,307,1327,269,1175,160,1198,183,1346,211,1527,224,1651,215,0,0,0,0,0,0,0,0,0,0,0
"51041100407","Census Tract 1004.07, Chesterfield County, Virginia",2871,761,2856,774,2347,653,2593,694,2731,686,2972,684,3177,649,3216,587,3572,919,3210,918,3531,1000,0,0,0,0,0,0,0,0,0,0,0
"51041100409","Census Tract 1004.09, Chesterfield County, Virginia",0,0,7509,1639,6484,1655,6659,1613,6174,1320,6459,1450,6712,1600,7107,1484,7075,1649,6996,1637,6746,1588,3,2,2,3,3,3,3,3,3,3,3
"51041100410","Census Tract 1004.10, Chesterfield County, Virginia",0,0,1157,209,1736,272,1743,238,1827,276,2067,239,2017,292,2048,187,2094,178,2244,180,2096,255,6,6,6,7,7,6,6,6,4,5,6
"51041100505","Census Tract 1005.05, Chesterfield County, Virginia",5562,1577,5210,1514,4940,1514,4908,1239,5043,1348,5269,1416,5357,1365,5599,1654,5558,1870,5680,1897,5454,1875,11,10,13,12,13,10,7,8,11,13,11
"51041100506","Census Tract 1005.06, Chesterfield County, Virginia",5341,1115,5354,1063,6009,1176,6275,1390,6722,1345,6733,1424,7026,1732,6924,2051,6505,2261,6462,1907,6862,2054,0,0,0,0,0,0,0,0,0,0,0
"51041100507","Census Tract 1005.07, Chesterfield County, Virginia",0,0,5920,926,5877,929,6209,1015,6460,904,6572,852,6361,838,6710,1016,6770,931,6636,994,6658,1023,3,3,3,3,3,3,3,3,3,3,3
"51041100508","Census Tract 1005.08, Chesterfield County, Virginia",0,0,4839,887,5130,866,4895,914,5151,852,5271,901,5085,766,5287,967,5423,923,5371,955,5184,918,6,6,6,6,6,6,6,6,6,6,6
"51041100509","Census Tract 1005.09, Chesterfield County, Virginia",0,0,6313,963,6539,900,6833,870,6969,852,6755,911,6928,963,7016,1025,6822,1051,6669,1183,6757,1099,4,4,4,4,4,4,4,4,4,4,4
"51041100510","Census Tract 1005.10, Chesterfield County, Virginia",0,0,3051,557,3144,666,3183,719,3340,783,3448,635,3726,641,3884,644,3913,696,4170,743,4244,823,0,0,0,0,0,0,0,0,0,0,0
"51041100600","Census Tract 1006, Chesterfield County, Virginia",3677,879,3766,917,4123,1191,4039,903,3627,779,3490,838,3285,634,3111,703,2974,747,2882,579,2718,484,2,3,2,2,2,2,2,2,2,2,2
"51041100701","Census Tract 1007.01, Chesterfield County, Virginia",4945,1417,5020,1279,4595,1197,4999,1433,5177,1367,4907,1430,5067,1637,5578,1721,5424,1732,5363,1563,5587,1722,0,0,0,0,0,0,0,0,0,0,0
"51041100702","Census Tract 1007.02, Chesterfield County, Virginia",1630,239,1811,258,1809,273,1798,210,1891,180,2036,220,1978,218,2103,178,1980,170,1910,174,1934,197,0,0,0,0,0,0,0,0,0,0,0
"51041100703","Census Tract 1007.03, Chesterfield County, Virginia",6802,1356,7173,1578,7328,1493,7585,1645,7902,1784,7765,1638,7667,1605,7809,1462,7870,1713,8127,1910,7875,1691,1,0,0,2,0,1,0,1,0,0,1
"51041100804","Census Tract 1008.04, Chesterfield County, Virginia",4310,943,4527,920,4526,950,4582,814,4413,1053,4374,973,4409,1022,4354,942,4462,977,4659,1081,4707,1142,2,2,2,2,2,2,2,2,2,2,2
"51041100805","Census Tract 1008.05, Chesterfield County, Virginia",5051,944,5218,976,4941,819,5327,966,5811,970,6172,1033,6079,1266,5514,1041,5453,1322,5235,1288,5083,1243,1,1,1,1,1,1,1,1,1,1,1
"51041100806","Census Tract 1008.06, Chesterfield County, Virginia",3931,921,4329,750,3841,713,3898,826,3525,788,3655,707,3542,755,3513,833,3472,812,4032,841,4072,762,1,1,1,1,1,1,1,1,1,1,1
"51041100807","Census Tract 1008.07, Chesterfield County, Virginia",1494,194,1754,207,1853,265,1922,301,1818,352,1718,213,1516,180,1515,155,1549,151,1676,168,1720,171,0,0,0,0,0,0,0,0,0,0,0
"51041100812","Census Tract 1008.12, Chesterfield County, Virginia",5342,770,5629,842,5546,805,5552,963,5682,1115,5890,1347,5857,1466,5999,1412,6137,1168,6102,1063,6002,1003,5,5,5,5,4,4,5,5,6,5,5
"51041100814","Census Tract 1008.14, Chesterfield County, Virginia",3559,712,3283,679,3083,739,3034,669,3088,641,3351,681,3775,700,3854,611,3733,710,3760,781,3742,735,0,0,0,0,0,0,0,0,0,0,0
"51041100815","Census Tract 1008.15, Chesterfield County, Virginia",4189,557,4289,625,4497,644,4324,671,4098,620,3949,638,3969,733,4022,797,4603,784,4975,729,5370,915,0,0,0,0,0,0,0,0,0,0,0
"51041100816","Census Tract 1008.16, Chesterfield County, Virginia",4319,919,4433,940,4476,857,4721,867,4919,918,4864,902,4908,752,4689,700,4587,768,4565,791,4831,927,0,0,0,0,0,0,0,0,0,0,0
"51041100817","Census Tract 1008.17, Chesterfield County, Virginia",3015,747,3505,698,3329,826,3446,567,3715,631,3685,853,3595,679,3717,688,3619,722,3672,600,3800,685,4,4,4,4,4,4,4,4,4,4,4
"51041100818","Census Tract 1008.18, Chesterfield County, Virginia",0,0,4070,786,4159,801,4257,756,4279,887,4307,830,4021,682,3768,671,3726,661,4021,544,3796,600,0,0,0,0,0,0,0,0,0,0,0
"51041100819","Census Tract 1008.19, Chesterfield County, Virginia",0,0,5786,865,6135,905,6036,953,6549,998,6498,1004,6892,1041,6556,1034,6754,1090,6724,969,6628,1361,0,0,0,0,0,0,0,0,0,0,0
"51041100820","Census Tract 1008.20, Chesterfield County, Virginia",0,0,2508,331,2695,266,2744,267,2669,294,2773,353,2992,414,3093,448,3190,360,3456,367,3506,316,0,0,0,0,0,0,0,0,0,0,0
