"ID","year","population","population_error","doctors","obesity","physician_access","health_score"
"51021","2012",6827,1788,7,-0.5972995,-0.202787830957148,-0.285050774515445
"51021","2013",6795,1575,13,-0.385801,-0.356378979737521,-0.0965486747165029
"51021","2014",6727,1525,12,-0.519011,-0.348153462529995,-0.460007646439113
"51021","2015",6662,1555,11,-0.363393,-0.325895119656685,-0.169940160932527
"51021","2016",6612,1484,12,-0.580666,-0.30976940668443,-0.190037350098452
"51021","2017",6524,1748,10,0,-0.342723892903781,-0.270846218550391
"51021","2018",6447,1281,11,0,0.0021,0.393770971238805
"51021","2019",6388,1435,12,0,0.0022,0.525276944656898
"51023","2009",6980,1598,36,-0.5669485,-0.0795087900262239,0.262955374545749
"51023","2010",32867,6561,36,-0.449008,-0.318393756166569,0.151987861246536
"51023","2011",32956,6677,37,-0.636507625,-0.243496092545946,0.00398490572939032
"51023","2012",33074,6622,36,-1.1885405,-0.242281153297648,-0.550057686871172
"51023","2013",33076,6911,43,-0.936229,-0.289098273567024,-0.243429982565139
"51023","2014",33105,6378,43,-0.993104,-0.225627320852534,-0.155654957236908
"51023","2015",33155,6212,37,-1.02926775,-0.214974259090519,-0.243231540146476
"51023","2016",33192,6101,42,-0.917893,-0.137573684645998,-0.00301695906867518
"51023","2017",33149,6128,40,0,0.0161613961781441,0.235226020730827
"51023","2018",33222,6040,42,0,0.0036,0.320409760627509
"51023","2019",33343,6375,40,0,0.0022375,0.220827203008357
"51025","2009",0,0,6,-0.55594,-0.000398428680694062,-0.334416160510809
"51025","2010",17707,5019,6,-0.5071514,-0.264412885048368,-0.731232405733794
"51025","2011",17553,5546,6,-0.2913714,-0.285346290394711,-0.383655466985909
"51025","2012",17372,4645,6,0.6070338,-0.147489708595895,0.382405367168304
"51025","2013",17220,4802,6,0.6332588,-0.215950478221769,0.159861101674201
"51025","2014",16961,4179,6,0.6577706,-0.101780342289993,0.333334753956984
"51025","2015",16930,4242,6,0.5268564,-0.0847448532947735,0.228018293426169
"51025","2016",16573,3836,6,0.40403,-0.153220115459115,0.108681926260908
"51025","2017",16435,4022,6,0,-0.196108038878733,-0.255697749788628
"51025","2018",16665,3879,6,0,0.00076,0.265129802219323
"51025","2019",16520,4034,6,0,0.00072,0.227570538313249
"51027","2009",0,0,31,-0.55594,-0.000398428680694062,0.383164694705759
"51027","2010",24459,7703,33,-0.511017285714286,-0.108578597667254,0.2301736067502
"51027","2011",24173,7247,33,-0.785054285714286,-0.26087427787774,-0.283357104755023
"51027","2012",24071,7066,33,-1.09008814285714,-0.123638876294253,-0.369093411018653
"51027","2013",23920,6692,32,-1.015999,-0.0614758080333039,-0.336603785648858
"51027","2014",23683,6493,32,-0.869320857142857,-0.135470349726151,-0.231746951375942
"51027","2015",23486,6045,34,-0.940104857142857,-0.101044978684906,-0.228356328886341
"51027","2016",23158,6069,35,-0.990423142857143,-0.0688222241993559,-0.054812174053479
"51027","2017",22611,6004,33,0,-0.138759041850386,-0.0195796472925439
"51027","2018",22138,6136,33,0,0.00162857142857143,0.384179131667117
"51027","2019",21788,6240,33,0,0.00145714285714286,0.526031969907765
"51029","2009",0,0,23,-0.55594,-0.000398428680694062,-0.0691569602859545
"51029","2010",16874,5626,25,-0.8333285,-0.603499636542909,-0.781364351902791
"51029","2011",17021,4380,24,-0.93751825,-0.29562783940113,-0.615511925232227
"51029","2012",17071,4129,26,-0.13594725,0.0169039153041514,0.405812002027782
"51029","2013",17126,3921,21,0.07401725,0.0465460359937408,0.352678722996362
"51029","2014",17072,3333,20,0.29196025,-0.0587064015807637,0.348430988609466
"51029","2015",17068,3335,18,-0.313204,0.00334761507886802,-0.134863382643852
"51029","2016",17030,3158,22,-0.35893925,-0.044898739445488,0.300509362824297
"51029","2017",17048,3437,21,0,-0.0398472752304934,0.114590573531568
"51029","2018",17004,3486,17,0,0.0029,-0.0828164447801028
"51029","2019",17059,3356,22,0,0.001,0.161691414855451
"51031","2009",28088,6081,44,-1.01216825,-0.0803379329825691,0.125341446201477
"51031","2010",54174,12135,43,-1.30979583333333,-0.196555498118145,-0.375489851073549
"51031","2011",54485,13182,43,-1.65606166666667,-0.0876582994968074,-0.611120995491116
"51031","2012",54797,13302,43,-1.04588683333333,-0.051641691270069,-0.0311031780411659
"51031","2013",54967,12684,47,-0.879096333333333,-0.10294618657089,-0.00261669399346456
"51031","2014",54833,12635,39,-0.64083275,-0.0893531281534461,0.0938254356400717
"51031","2015",55012,12290,46,-0.70087425,-0.0805703394420501,0.0870536499146798
"51031","2016",55061,11756,47,-0.894904833333333,-0.0820797915317923,0.166608527381671
"51031","2017",55158,12368,45,0,-0.00143374055918761,0.288809545129998
"51031","2018",55170,11752,43,0,0.00246666666666667,0.138992465544707
"51031","2019",55225,11664,44,0,0.00204166666666667,0.119699648786692
"51033","2009",0,0,18,-0.55594,-0.000398428680694062,0.0207827087519881
"51033","2010",27844,5766,17,-1.23740657142857,0.083820471074597,-0.374177367930745
"51033","2011",28234,5915,16,-0.978591,-0.181338385483018,-0.704607121479698
"51033","2012",28510,5816,15,0.280799142857143,-0.151362098790282,0.188553812650174
"51033","2013",28757,6183,19,0.376389285714286,-0.149034994950364,0.450337140585534
"51033","2014",29057,6222,16,0.297993857142857,-0.155329694461759,0.0531595612986228
"51033","2015",29349,6688,16,0.421514,-0.0121684671774853,0.286299295321993
"51033","2016",29640,6803,16,0.043362,-0.0945761896516252,-0.0247610637373353
"51033","2017",29889,6853,15,0,0.0216114684772517,-0.00542367354043857
"51033","2018",30184,6845,16,0,0.00265714285714286,0.0488292240335236
"51033","2019",30381,6732,16,0,0.000585714285714286,0.0610074840463821
"51035","2009",0,0,40,-0.55594,-0.000398428680694062,0.47733921175514
"51035","2010",29985,7932,40,-0.270790857142857,-0.163176953162958,0.524713544888725
"51035","2011",30002,7786,48,-0.340811142857143,-0.108444521953786,0.516243422707485
"51035","2012",29989,7076,47,-1.396131,-0.22701047235,-0.482930433447689
"51035","2013",29979,7227,46,-1.51215714285714,-0.257274017112124,-0.505470631137343
"51035","2014",29881,7114,44,-1.315265,-0.312602164949772,-0.430406860100445
"51035","2015",29856,6949,43,-1.13978071428571,-0.292238607090584,-0.314998913122393
"51035","2016",29733,6861,40,-1.29083714285714,-0.231394987264774,-0.27607916010636
"51035","2017",29767,7467,34,0,-0.206978864372778,-0.20451030354558
"51035","2018",29738,7453,41,0,0.0016,0.376083140211514
"51035","2019",29801,7644,43,0,0.00221428571428571,0.320016981896946
"51036","2009",7146,1122,2,-1.564246,0.372180562063351,0.00307584742172739
"51036","2010",7205,992,2,-1.994392,0.714007807234116,-0.157743376542446
"51036","2011",7223,979,2,-7.08484433333333,2.66609681057443,-0.482560175844917
"51036","2012",7226,955,2,-0.137103333333333,0.279913222250473,0.137436209940929
"51036","2013",7205,876,2,-0.334738333333333,0.183987019060657,0.136456748696253
"51036","2014",7154,822,2,-0.665666,0.321775213484371,0.209002739739846
"51036","2015",7118,720,2,-0.725593,0.262003692371044,0.179343013889316
"51036","2016",7086,750,2,-0.0635823333333333,0.240247242502223,0.303307236648221
"51036","2017",7022,733,2,0,0.161020342683012,-0.113432481228524
"51036","2018",6995,739,2,0,0.00323333333333333,-0.0569482912196969
"51036","2019",7014,792,2,0,0.000866666666666667,-0.15793747150071
"51037","2009",0,0,9,-0.55594,-0.000398428680694062,0.205223858320576
"51037","2010",12644,3272,11,-1.545864,-0.209821216620186,-0.85513500153426
"51037","2011",12601,3038,11,-2.05206933333333,-0.196494495843293,-1.12080789163335
"51037","2012",12546,2799,12,-0.0184423333333333,-0.330443692847011,0.110950507314558
"51037","2013",12478,2739,6,0.239002666666667,-0.309900324300275,-0.0672683274954242
"51037","2014",12399,2714,9,0.0580573333333333,-0.220344230582187,0.182155909416639
"51037","2015",12313,2676,9,0.183996,-0.0946818541190911,0.535356644092264
"51037","2016",12232,2971,9,0.052527,-0.112764422999084,0.376471169873251
"51037","2017",12176,2885,8,0,-0.151932907522597,-0.0269646414804953
"51037","2018",12095,2820,10,0,0.00183333333333333,0.42308061453583
"51037","2019",12040,2775,8,0,7e-04,0.236937158590407
"51041","2009",195312,34450,570,-0.575161661971831,-0.031733222263594,0.0508662166935952
"51041","2010",308633,53488,519,-0.802341323943662,-0.00427573740640018,-0.107655193360227
"51041","2011",313001,55941,526,-0.801146154929578,0.0343061819890257,-0.049932724839124
"51041","2012",316895,57506,534,-0.371401507042253,0.0536447354063235,0.0339335380124123
"51041","2013",320430,58249,524,-0.390398492957746,0.0740660513559453,-0.0202515783308889
"51041","2014",324337,59246,528,-0.373842605633803,0.128171721098696,0.122929923796087
"51041","2015",328176,58952,587,-0.355170183098592,0.097029875489756,0.0987237234737079
"51041","2016",331839,58295,517,-0.303734802816901,0.110404128280901,0.0709085008368605
"51041","2017",335594,60705,522,0,0.163281499028825,0.0610847330873171
"51041","2018",339447,59561,508,0,0.00284084507042254,-0.157951040660913
"51041","2019",343551,61736,528,0,0.00294929577464789,-0.102656098708826
"51043","2009",14359,3376,9,-0.531136666666667,0.360126235507745,0.541721898924825
"51043","2010",14013,2963,7,-0.669055666666667,0.346389420178846,0.164236191677632
"51043","2011",14081,3133,6,-0.431035666666667,0.548212253972852,0.480904486062826
"51043","2012",14143,3053,7,-0.599857666666667,-0.138405153969152,-0.0640776781112346
"51043","2013",14191,2998,6,-0.523023666666667,-0.225327686033328,-0.135813829171686
"51043","2014",14273,2993,6,-0.585677666666667,-0.294732987073523,-0.408471224256163
"51043","2015",14299,3139,9,-0.405897333333333,-0.245100994963161,-0.131148445042767
"51043","2016",14307,3098,6,-0.623769333333333,-0.333432019714963,-0.536226111871685
"51043","2017",14331,2919,6,0,-0.150771435141368,-0.0799423325407595
"51043","2018",14365,2924,7,0,0.00143333333333333,0.209059012853718
"51043","2019",14423,3058,7,0,0.00163333333333333,-0.040241968524702
"51045","2009",5055,830,5,-0.990658,0.40353984083479,1.38151382934052
"51045","2010",5173,1242,3,-0.524512,0.295724117559505,0.791882441240576
"51045","2011",5158,1261,5,-1.622315,0.0713125089169438,0.470168700362717
"51045","2012",5186,1151,6,-2.899892,0.0756636931414607,0.140211160478009
"51045","2013",5199,1152,4,-2.678436,-0.186972397041799,-0.80199324252556
"51045","2014",5206,1174,3,-2.303156,-0.221537121884264,-0.975943472020285
"51045","2015",5212,1148,3,-1.773115,-0.0552128414160207,-0.430943977274643
"51045","2016",5195,1193,3,-1.574707,-0.181560983106454,-0.547395025865688
"51045","2017",5131,1019,3,0,0.0297647488702216,-0.28217545762529
"51045","2018",5113,1003,5,0,0.0027,0.280309063204214
"51045","2019",5110,999,4,0,5e-04,-0.0256340193145662
"51047","2009",0,0,83,-0.55594,-0.000398428680694062,0.374778849501759
"51047","2010",45749,7636,87,-0.947606,-0.025925170830789,0.410360841578987
"51047","2011",46427,8676,85,-0.981149125,-0.0930432198621726,0.14650110841761
"51047","2012",46894,8402,82,-1.40462925,-0.305062715927029,-0.12407411479567
"51047","2013",47330,8552,88,-1.364038,-0.380941577070412,-0.212867403754881
"51047","2014",47910,8102,83,-0.993511125,-0.491824157307125,-0.294403615439052
"51047","2015",48424,8132,81,-0.7592155,-0.423877578479338,-0.23527780295099
"51047","2016",48952,7432,84,-0.5885655,-0.358268918277406,-0.125298708531099
"51047","2017",49795,8147,83,0,-0.0576009869727165,0.0574069755519057
"51047","2018",50450,8301,79,0,0.0019625,0.00448860710153728
"51047","2019",51101,8677,84,0,0.0014375,-0.0016147366801067
"51049","2009",0,0,3,-0.55594,-0.000398428680694062,-0.361817851370611
"51049","2010",9855,2915,3,-0.841556,0.410876899750401,-0.410638850487349
"51049","2011",9928,2766,3,-0.00392750000000003,0.341762195396976,0.0107345191078344
"51049","2012",9951,2646,3,0.7264055,-0.357612198447189,-0.0481110314719342
"51049","2013",9943,2599,3,0.50072,-0.143727017015008,0.199514123656472
"51049","2014",9916,2677,3,0.4672295,-0.228295341189954,0.263142288823245
"51049","2015",9859,2570,3,0.6429345,-0.356563516983377,0.0348353215527103
"51049","2016",9769,2435,3,0.462503,-0.418321291996085,-0.077034818158261
"51049","2017",9797,2554,3,0,-0.0644286086362649,0.00330877514227171
"51049","2018",9786,2471,3,0,0.00205,0.207248418222073
"51049","2019",9824,2535,3,0,0.00135,0.178819104983549
"51051","2009",0,0,17,-0.55594,-0.000398428680694062,0.322931863540078
"51051","2010",15966,4529,18,-0.1178655,-0.242569379789727,0.170649672183357
"51051","2011",15923,4426,19,-0.32209525,-0.281109805732549,0.157114486312993
"51051","2012",15877,4008,17,-1.15250975,-0.178113855453456,-0.708790896211104
"51051","2013",15749,3846,19,-0.993998,-0.13993997887563,-0.200759565690935
"51051","2014",15612,3797,17,-0.93762225,-0.183388776385277,-0.308657528401705
"51051","2015",15463,3874,20,-1.03148225,-0.153584804392504,-0.0974029875250675
"51051","2016",15304,3707,18,-1.103089,-0.0996684784216712,-0.244780120619913
"51051","2017",15181,4017,17,0,-0.155970814482996,-0.117669672505795
"51051","2018",14960,4002,19,0,0.002075,0.565389374551067
"51051","2019",14756,4032,18,0,0.001375,0.461975374367027
"51053","2009",23300,5421,18,-0.961402142857143,-0.071898483684422,-0.198610091609812
"51053","2010",27449,6325,19,-1.06894871428571,-0.179879263203977,-0.460756094987916
"51053","2011",27714,6377,11,-1.15988714285714,-0.27183948115211,-0.850886575520593
"51053","2012",27926,6439,18,-0.131106,0.117695588427474,0.520226779786813
"51053","2013",27977,6232,15,-0.118359285714286,0.0225309078160379,0.266785424257634
"51053","2014",27993,6378,14,-0.0343888571428572,0.0284590782216463,0.212800296144389
"51053","2015",28110,6616,17,0.0418644285714286,-0.0891493255700632,0.17837533520178
"51053","2016",28155,6335,13,-0.0564801428571429,-0.172966554152097,-0.0844725589277184
"51053","2017",28033,7229,15,0,0.0320915986221938,0.0292017108086222
"51053","2018",28308,7118,15,0,0.00268571428571429,0.183606799997602
"51053","2019",28485,7484,15,0,8e-04,0.203728974849198
"51057","2009",10813,2428,34,-2.94644833333333,-0.959095836986137,-1.43314244447708
"51057","2010",10901,2397,42,-2.54802366666667,-0.558962390338114,-0.731962151792902
"51057","2011",11029,2333,33,-2.81989433333333,-0.864080967881963,-1.43024592170264
"51057","2012",11130,2447,37,0.364925333333333,-0.14679700800025,0.422218644963766
"51057","2013",11180,2440,49,0.515902333333333,-0.0901506627832406,0.618645550282416
"51057","2014",11166,2515,36,-0.264615333333333,-0.0115750377981029,0.484502034940058
"51057","2015",11151,2562,33,0.124746333333333,0.0498639759612086,0.647451447063643
"51057","2016",11130,2784,33,0.268269666666667,-0.197870597892919,0.469345223241815
"51057","2017",11083,2723,45,0,-0.109574321694778,0.262468361696003
"51057","2018",11036,2931,40,0,0.0019,0.383539263705686
"51057","2019",10998,2904,37,0,0.00176666666666667,0.307179992079234
"51059","2009",396970,72316,3250,-0.263152755813953,0.0113951736181513,0.272362328311872
"51059","2010",1048554,216051,3146,-0.0474447674418605,0.0984420239157788,0.446705119765043
"51059","2011",1064735,224221,3128,-0.157683166666667,0.0964198145455124,0.362693576057375
"51059","2012",1083770,220548,3019,-1.22596832170543,-0.0368881219985453,-0.141838054456623
"51059","2013",1101071,220942,3142,-1.14413347674419,-0.0208667429202399,-0.190478471014982
"51059","2014",1117072,221550,3621,-1.14635255426357,0.0121172274054579,-0.167159432322897
"51059","2015",1128722,218350,3277,-1.12507514728682,0.00709638677832207,-0.197023487529641
"51059","2016",1132887,206802,4074,-1.06947640310078,-0.0204708522425235,-0.174712281649172
"51059","2017",1142004,208389,3421,0,-0.0822256564708944,-0.140981971206018
"51059","2018",1143529,208429,3700,0,0.00211976744186047,-0.0383361082051098
"51059","2019",1145862,212808,3152,0,0.00256162790697674,-0.0312312177498473
"51061","2009",0,0,97,-0.55594,-0.000398428680694062,0.230322531009159
"51061","2010",64546,12455,102,-0.421445117647059,0.126276669795252,0.608171746484764
"51061","2011",65008,12595,94,-0.366915,0.0218104127508788,0.385178607694898
"51061","2012",65495,12117,106,-0.903290470588235,-0.165537233591185,-0.234481414367367
"51061","2013",66015,11819,87,-0.930222882352941,-0.161568005107983,-0.468822756098267
"51061","2014",66726,11383,100,-0.782446058823529,-0.233581007537546,-0.38070771028541
"51061","2015",67463,11240,97,-0.698559823529412,-0.221316645476553,-0.301334129954152
"51061","2016",68025,10817,95,-0.561424058823529,-0.161315007101077,-0.0929314138657961
"51061","2017",68406,11187,100,0,-0.0471498104549104,0.0494018876453321
"51061","2018",69115,11704,102,0,0.00247647058823529,0.106575924085877
"51061","2019",69728,11358,97,0,0.000958823529411765,0.0986267276509624
"51063","2009",0,0,19,-0.55594,-0.000398428680694062,0.381361998741591
"51063","2010",15030,3075,18,-0.985729666666667,0.280972960301894,0.0971766806754879
"51063","2011",15156,3553,19,-0.832667666666667,0.439421332645724,0.893725910748715
"51063","2012",15268,3484,19,-1.22177666666667,0.0171249172602758,0.199917577389459
"51063","2013",15371,3570,19,-1.375074,-0.0762487909420883,-0.402715673035431
"51063","2014",15452,3472,18,-1.357536,-0.0981198256035281,-0.590279624329105
"51063","2015",15523,3208,18,-1.28255566666667,-0.0395611918324214,-0.215576254697521
"51063","2016",15587,3263,20,-1.171711,0.121375759381792,0.0649405191710509
"51063","2017",15594,3132,17,0,0.207104732056254,-0.014491442463939
"51063","2018",15666,3307,18,0,0.00326666666666667,-0.287218171136832
"51063","2019",15704,3220,19,0,0.0011,-0.126841521063479
"51065","2009",10215,2202,20,-1.33886525,0.194914526763063,0.158760233434421
"51065","2010",25308,4608,22,-1.194176,-0.0685603658808219,0.307515844959934
"51065","2011",25599,4958,20,-1.615422,-0.316133225785658,-0.75613551384157
"51065","2012",25749,4986,20,-0.901183,-0.0347112197863781,-0.03714450008105
"51065","2013",25860,5362,20,-0.96596975,0.136709826997556,0.31522466239582
"51065","2014",25945,5054,21,-0.910844,-0.135463983199789,0.225012422970574
"51065","2015",26014,4881,21,-0.6267835,-0.220609958741048,0.218505092286812
"51065","2016",26046,5025,20,-1.2267345,-0.209582423655432,-0.490167249310013
"51065","2017",26109,4952,20,0,0.139545703898071,0.270940577728749
"51065","2018",26282,4941,19,0,0.002525,-0.194072598654511
"51065","2019",26594,5170,20,0,0.0025,-0.0184389718891648
"51067","2009",44683,9702,53,-0.9575924,-0.130463724227013,0.257074961844302
"51067","2010",54938,11790,59,-0.9199584,-0.0960783570450603,0.342879684995926
"51067","2011",55621,12661,54,-1.142241,-0.138769298828861,-0.0147021535857915
"51067","2012",56012,12108,58,-1.7026772,-0.255376399133887,-0.510857425718435
"51067","2013",56195,12402,60,-1.5171543,-0.202366414883573,-0.187951264929991
"51067","2014",56360,11985,52,-1.2585994,-0.21890276085489,-0.151444416098188
"51067","2015",56315,12252,56,-1.2736759,-0.187222599998356,-0.0361732466230131
"51067","2016",56230,12567,48,-1.3847416,-0.141147349069955,-0.20807828471241
"51067","2017",56277,12033,53,0,0.00354287637016037,0.147892913093544
"51067","2018",56233,12339,56,0,0.00364,0.166277706330277
"51067","2019",56187,13089,56,0,0.00149,0.195081525403779
