"ID","year","population","population_error","doctors","obesity","physician_access","health_score"
"51001090100","2009",0,0,5,-0.55594,-0.000398428680694062,-0.702546198263617
"51001090100","2010",3183,846,6,0.179579,0.0359568631681621,0.403449292210122
"51001090100","2011",3085,937,7,0.357027,0.454214443657235,2.01322045915942
"51001090100","2012",3012,917,6,-1.003439,-0.371114419679115,-0.845626684526567
"51001090100","2013",2965,857,6,-0.614009,-0.456137798917538,-0.580236211827665
"51001090100","2014",2933,922,6,-0.690594,-0.213085893686156,-0.255283657951044
"51001090100","2015",2930,891,6,-0.748194,-0.223199443311556,-0.310001123125075
"51001090100","2016",2919,896,6,-0.950338,-0.154024412062161,-0.357210279041098
"51001090100","2017",2903,781,6,NA,-0.0639962368609451,0.147570447196368
"51001090100","2018",2899,873,6,NA,7e-04,0.243194432070094
"51001090100","2019",2899,748,6,NA,9e-04,0.24346952409906
"51001090200","2009",0,0,4,-0.55594,-0.000398428680694062,-0.308225514399493
"51001090200","2010",5200,1336,5,-1.406307,-0.259975494512288,-0.235510363444611
"51001090200","2011",5309,1378,5,-2.34915,-0.300718165815889,-0.716337349441157
"51001090200","2012",5153,1182,5,-1.173367,-0.0531678735238849,0.376650967139669
"51001090200","2013",5523,1397,5,-0.712272,-0.202178442569354,-0.0659304982493601
"51001090200","2014",6231,1488,5,0.576579,-0.358098682907145,-0.387044839003781
"51001090200","2015",6505,1520,5,1.06839,-0.236546371892551,-0.0488980637367156
"51001090200","2016",6407,1486,5,0.860203,-0.00285694533728873,0.493824242837395
"51001090200","2017",6353,1681,6,NA,-0.166484535904117,0.243255830178716
"51001090200","2018",5960,1515,5,NA,8e-04,0.27504091582331
"51001090200","2019",5771,1451,5,NA,9e-04,0.373174672296026
"51001090300","2009",0,0,0,-0.55594,-0.000398428680694062,-0.629961410833071
"51001090300","2010",2975,772,0,0.619818,0.401614026822036,1.93874138028791
"51001090300","2011",2842,629,0,-0.334284,0.719141022231218,0.813583411614607
"51001090300","2012",2737,700,0,-0.247981,-0.501142487575853,-0.860250731939043
"51001090300","2013",2459,589,0,-0.034865,-0.371410261526288,-0.309915566623186
"51001090300","2014",2369,613,0,-0.097834,-0.196529134181782,-0.154802173929695
"51001090300","2015",2458,552,0,-0.378624,-0.0474808184104673,-0.403079727214446
"51001090300","2016",2456,583,0,-0.304536,-0.0354141165606655,-0.260985471246154
"51001090300","2017",2299,513,0,NA,-0.136684054105088,-0.18112415201305
"51001090300","2018",2527,640,0,NA,9e-04,0.0238972209480614
"51001090300","2019",2439,576,0,NA,9e-04,0.0238972209480614
"51001090400","2009",0,0,2,-0.55594,-0.000398428680694062,-0.618337286133945
"51001090400","2010",6772,2029,1,-1.277979,0.911372057193948,-0.695202850967844
"51001090400","2011",7109,2249,1,-1.549555,1.31140114117041,-0.530311121615794
"51001090400","2012",6684,2069,3,0.754262,0.390602299782574,0.478320398100361
"51001090400","2013",6733,2144,3,1.43032,1.30590160253993,1.29839380146489
"51001090400","2014",6589,1975,2,0.437057,0.546854541490143,0.0550151507880882
"51001090400","2015",6328,1978,2,1.63344,0.81274373657044,0.64528820629612
"51001090400","2016",6165,1808,1,1.514628,0.790914069094213,0.138246569099281
"51001090400","2017",6097,1875,2,NA,0.978077453553746,0.375632369142572
"51001090400","2018",6332,2289,1,NA,9e-04,-0.788144294306826
"51001090400","2019",6603,2223,2,NA,0.0014,-0.358900941866899
"51001090500","2009",0,0,1,-0.55594,-0.000398428680694062,0.0315049936870437
"51001090500","2010",2804,684,1,-1.514885,-0.429680458755315,-1.93443588679332
"51001090500","2011",2779,807,1,-0.736185,-0.153753395975447,-0.696304134423673
"51001090500","2012",2915,817,1,0.421198,-0.0172665049015367,0.244381348437252
"51001090500","2013",2854,774,1,0.015878,-0.00529762950365581,0.0729852004991645
"51001090500","2014",2643,748,1,-0.507975,0.00262567365662655,0.0521212067964502
"51001090500","2015",2501,648,1,-0.607485,-0.00430448610961491,0.219229441310466
"51001090500","2016",2574,616,1,-0.374965,-0.00774738440826832,0.241376424520417
"51001090500","2017",2404,613,1,NA,0.116978745500176,0.783866633996284
"51001090500","2018",2310,625,1,NA,0.001,0.710405739843598
"51001090500","2019",2526,732,1,NA,0.0017,0.274869032126316
"51001090600","2009",0,0,30,-0.55594,-0.000398428680694062,0.304100488222903
"51001090600","2010",4686,1067,23,-0.871617,0.0972303840933991,-0.41970331992278
"51001090600","2011",4407,889,26,-1.912657,-0.171850629168257,-1.47361546918159
"51001090600","2012",4538,1000,23,0.39759,0.0620741913376646,0.201614469994378
"51001090600","2013",4126,974,22,0.244168,0.0150374998394981,0.0619079066377503
"51001090600","2014",3735,818,29,0.087922,-0.0896375230627014,0.447738740451837
"51001090600","2015",3584,755,26,-0.166457,-0.0950215249973053,0.130477731288097
"51001090600","2016",3751,856,26,-0.585579,0.178325170787038,0.635607579190992
"51001090600","2017",3537,822,25,NA,-0.174523325849667,-0.307575168498178
"51001090600","2018",3693,903,26,NA,0.001,0.218454684494398
"51001090600","2019",3726,817,26,NA,0.0019,0.200992357322188
"51001090700","2009",0,0,0,-0.55594,-0.000398428680694062,-0.420967600717277
"51001090700","2010",5285,2131,0,-1.772468,-0.217081486024351,-1.07077515922051
"51001090700","2011",4831,1772,0,-2.063904,-1.34785660584277,-2.06286436263521
"51001090700","2012",4859,1901,0,0.934864,0.635725896927714,0.662652588377052
"51001090700","2013",5148,1633,0,-0.049893,0.902084649869781,0.479131104967957
"51001090700","2014",5021,1659,0,0.453149,0.543982129353227,0.400737682638903
"51001090700","2015",4995,1716,0,2.139587,0.88793582238355,1.33532778997817
"51001090700","2016",5126,1695,0,1.621681,0.631669309983741,0.931528506342855
"51001090700","2017",5479,1945,0,NA,0.30877173002971,0.0739159579743865
"51001090700","2018",5412,1886,0,NA,0.001,-0.164692128126751
"51001090700","2019",5280,1907,0,NA,0.0019,-0.163994379579572
"51001090800","2009",0,0,0,-0.55594,-0.000398428680694062,-0.684816620165646
"51001090800","2010",3161,979,0,-0.4332,0.261668935150001,-0.21620184001772
"51001090800","2011",3326,1024,0,-0.31938,0.494531199698229,0.205629750521225
"51001090800","2012",3548,902,0,0.744327,0.0566230875233915,0.873113191412308
"51001090800","2013",3476,905,0,0.506836,-0.0254210719294618,0.498829641547906
